fg3a_per_fga_pct,Yyy,vorp,ws_per_48,pos,player,team_id,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,Xxx,per,orb_pct,dws,season,usg_pct,link,ast_pct,obpm,fta_per_fga_pct,bpm,g,age,dbpm,pseudo,mp,trb_pct,ws
.367,,0.6,.101,SG,Carlos Delfino,DET,1.0,12.8,.515,1.8,17.2,0.5,,12.8,5.8,1.9,06/07,16.5,d/delfica01.html,10.2,-0.7,.237,-0.4,82,24,0.4,delfica01,1372,11.5,2.9
.006,,3.6,.176,SF,Luol Deng,CHI,5.7,10.0,.560,1.6,15.9,1.2,,18.7,5.5,5.6,06/07,22.2,d/denglu01.html,11.8,0.8,.295,2.7,82,21,1.9,denglu01,3071,10.8,11.3
.079,,1.7,.097,PF,Boris Diaw,PHO,3.0,19.9,.570,0.6,11.0,1.2,,13.0,4.9,1.5,06/07,15.4,d/diawbo01.html,21.7,0.2,.211,1.0,73,24,0.8,diawbo01,2268,8.1,4.6
.582,,-0.3,.021,SG,Yakhouba Diawara,DEN,-0.2,10.5,.450,1.3,7.8,0.4,,5.3,2.6,0.8,06/07,12.8,d/diawaya01.html,6.5,-2.3,.182,-3.1,64,24,-0.8,diawaya01,1177,5.3,0.5
.404,,-0.1,.048,PG,Dan Dickau,POR,0.3,13.4,.476,1.7,10.3,0.2,,12.2,1.9,0.2,06/07,21.3,d/dickada01.html,26.3,-0.2,.351,-3.1,50,28,-2.9,dickada01,444,6.0,0.4
.625,,0.0,.113,PG,Travis Diener,ORL,0.5,13.1,.566,0.7,6.3,0.0,,11.6,1.3,0.2,06/07,16.0,d/dienetr01.html,20.0,1.0,.188,-2.6,26,24,-3.5,dienetr01,288,3.9,0.7
.000,,-0.5,.094,PF,Ike Diogu,TOT,0.7,17.0,.559,0.5,19.5,2.6,,14.9,11.0,0.8,06/07,22.9,d/dioguik01.html,5.7,-3.3,.526,-4.9,59,23,-1.5,dioguik01,760,15.2,1.5
.000,,-0.2,.137,PF,Ike Diogu,GSW,0.4,15.0,.601,0.7,21.2,3.8,,18.4,10.2,0.2,06/07,23.1,d/dioguik01.html,3.6,-2.9,.530,-4.7,17,23,-1.8,dioguik01,222,15.6,0.6
.000,,-0.4,.076,PF,Ike Diogu,IND,0.3,17.9,.539,0.5,18.8,2.1,,13.5,11.4,0.6,06/07,22.8,d/dioguik01.html,6.5,-3.5,.525,-4.9,42,23,-1.4,dioguik01,538,15.0,0.9
.007,,1.7,.123,C,DeSagana Diop,DAL,0.7,25.0,.503,1.4,21.6,5.8,,10.6,13.8,3.1,06/07,7.9,d/diopde01.html,2.8,-2.3,.570,2.4,81,25,4.7,diopde01,1480,17.8,3.8
.321,,0.0,.042,SG,Juan Dixon,TOT,0.5,11.8,.516,2.1,8.4,0.4,,11.8,1.7,1.2,06/07,20.7,d/dixonju01.html,11.0,-0.6,.165,-2.0,81,28,-1.4,dixonju01,1926,5.0,1.7
.322,,-0.2,.023,SG,Juan Dixon,POR,0.1,13.9,.515,2.1,7.0,0.4,,11.2,1.6,0.5,06/07,20.9,d/dixonju01.html,11.6,-0.8,.162,-2.6,55,28,-1.8,dixonju01,1243,4.3,0.6
.320,,0.2,.076,SG,Juan Dixon,TOR,0.4,7.9,.517,2.0,10.8,0.2,,12.9,1.9,0.7,06/07,20.5,d/dixonju01.html,9.9,-0.2,.170,-0.9,26,28,-0.7,dixonju01,683,6.3,1.1
.006,,-0.3,.086,C,Michael Doleac,MIA,0.3,13.5,.518,1.4,18.3,1.7,,11.0,7.6,0.9,06/07,15.1,d/doleami01.html,5.1,-3.9,.234,-3.6,56,29,0.2,doleami01,698,13.1,1.2
.210,,-0.2,.071,SG,Keyon Dooling,ORL,0.7,12.2,.501,1.9,5.4,0.8,,11.1,1.9,1.4,06/07,19.1,d/doolike01.html,13.1,-1.4,.308,-2.4,66,26,-1.0,doolike01,1435,3.7,2.1
.397,,-0.3,-0.006,PG,Quincy Douby,SAC,-0.3,10.2,.449,2.1,8.7,0.9,,9.0,3.5,0.3,06/07,18.5,d/doubyqu01.html,6.9,-3.4,.119,-5.1,42,22,-1.7,doubyqu01,359,6.0,0.0
.507,,1.0,.121,PG,Chris Duhon,CHI,1.9,16.6,.529,1.9,8.7,0.2,,11.9,1.4,3.0,06/07,14.8,d/duhonch01.html,24.4,-0.1,.209,0.0,78,24,0.1,duhonch01,1906,5.1,4.8
.008,,6.3,.230,C,Tim Duncan,SAS,6.3,14.0,.579,1.3,27.0,5.1,,26.1,9.8,6.8,06/07,27.9,d/duncati01.html,18.8,2.0,.502,7.1,80,30,5.1,duncati01,2726,18.8,13.0
.264,,1.4,.095,SG-PF,Mike Dunleavy,TOT,2.6,13.3,.542,1.6,15.5,0.6,,14.1,3.6,2.5,06/07,19.0,d/dunlemi02.html,14.2,-0.1,.316,0.2,82,26,0.3,dunlemi02,2580,9.4,5.1
.281,,0.4,.086,PF,Mike Dunleavy,GSW,1.0,14.6,.538,1.8,15.7,0.9,,14.6,4.1,0.9,06/07,19.7,d/dunlemi02.html,16.7,-0.3,.273,-0.3,39,26,0.0,dunlemi02,1051,9.8,1.9
.250,,1.0,.102,SG,Mike Dunleavy,IND,1.6,12.3,.544,1.6,15.4,0.5,,13.8,3.3,1.6,06/07,18.5,d/dunlemi02.html,12.4,0.1,.350,0.6,43,26,0.4,dunlemi02,1529,9.2,3.2
.000,,-0.1,-0.007,SF,Ronald Dupree,DET,-0.2,7.9,.358,2.9,15.2,0.8,,7.4,6.3,0.2,06/07,19.2,d/duprero01.html,8.5,-6.0,.290,-5.6,19,26,0.4,duprero01,94,10.7,0.0
.142,,0.7,.072,SG,Monta Ellis,GSW,2.0,15.9,.545,2.4,7.7,0.6,,15.0,2.5,1.9,06/07,22.4,e/ellismo01.html,18.8,-0.4,.354,-1.0,77,21,-0.6,ellismo01,2638,5.1,4.0
.007,,0.6,.111,C,Francisco Elson,SAS,0.2,21.3,.552,1.2,22.2,3.3,,11.2,7.7,2.9,06/07,14.4,e/elsonfr01.html,6.4,-3.7,.284,-0.3,70,30,3.4,elsonfr01,1332,15.2,3.1
.000,,-0.4,-0.039,PF-C,Melvin Ely,TOT,-0.6,21.8,.442,1.0,14.8,2.0,,5.2,5.7,0.3,06/07,19.1,e/elyme01.html,9.0,-7.1,.588,-7.2,30,28,-0.1,elyme01,309,10.2,-0.3
.000,,-0.4,-0.047,PF,Melvin Ely,CHA,-0.4,23.4,.464,0.4,13.5,1.9,,4.8,5.7,0.1,06/07,18.3,e/elyme01.html,8.9,-6.9,.583,-7.8,24,28,-0.9,elyme01,244,9.5,-0.2
.000,,0.0,-0.009,C,Melvin Ely,SAS,-0.2,16.5,.376,3.3,19.7,2.3,,6.7,5.8,0.2,06/07,22.1,e/elyme01.html,9.2,-8.0,.600,-5.0,6,28,3.0,elyme01,65,13.0,0.0
.245,,-0.4,.072,SG,Maurice Evans,LAL,2.0,8.5,.523,1.1,8.6,0.6,,12.1,6.3,0.6,06/07,17.3,e/evansma01.html,6.7,-0.7,.286,-2.9,76,28,-2.2,evansma01,1732,7.5,2.6
.000,,0.1,.096,PF,Reggie Evans,DEN,0.4,24.3,.550,1.8,29.9,1.0,,13.5,15.8,1.9,06/07,14.8,e/evansre01.html,5.7,-2.7,.851,-1.6,66,26,1.1,evansre01,1127,23.0,2.3
.273,,-0.4,.033,PG,Daniel Ewing,LAC,-0.3,21.7,.495,2.4,10.7,0.4,,9.3,1.5,0.7,06/07,15.0,e/ewingda01.html,19.8,-3.3,.280,-4.0,61,23,-0.7,ewingda01,712,6.1,0.5
.466,,-0.3,.038,PG,Jordan Farmar,LAL,0.2,19.0,.515,2.1,10.3,0.5,,10.8,2.4,0.7,06/07,15.8,f/farmajo01.html,19.0,-1.6,.129,-2.9,72,20,-1.4,farmajo01,1090,6.4,0.9
.533,,0.0,.074,SG,Desmon Farmer,SEA,0.0,6.1,.421,1.6,3.8,0.0,,15.4,0.0,0.0,06/07,23.3,f/farmede01.html,46.0,1.4,.067,-6.4,8,25,-7.8,farmede01,32,1.9,0.0
.305,,1.0,.039,PG,Raymond Felton,CHA,0.2,16.8,.481,2.2,9.3,0.3,,13.5,2.1,2.1,06/07,21.9,f/feltora01.html,32.0,0.2,.250,-0.7,78,22,-0.9,feltora01,2832,5.6,2.3
.431,,0.7,.125,SF,Michael Finley,SAS,2.1,6.1,.524,0.9,12.0,0.6,,13.7,2.3,2.6,06/07,19.6,f/finlemi01.html,9.7,0.1,.148,-0.4,82,33,-0.6,finlemi01,1823,7.4,4.7
.231,,0.2,.083,SG,Derek Fisher,UTA,2.4,12.9,.510,1.9,6.3,0.2,,11.4,1.6,1.5,06/07,18.2,f/fishede01.html,18.1,-0.4,.455,-1.6,82,32,-1.3,fishede01,2287,4.0,3.9
.076,,1.5,.091,PG,T.J. Ford,TOR,2.0,18.3,.508,2.3,9.7,0.3,,18.2,2.7,2.3,06/07,26.1,f/fordtj01.html,44.8,1.1,.325,0.6,75,23,-0.5,fordtj01,2243,6.2,4.3
.033,,-0.3,-0.013,C,Danny Fortson,SEA,-0.1,29.6,.560,0.3,23.0,0.0,,4.3,9.8,0.1,06/07,14.6,f/fortsda01.html,0.9,-6.3,.433,-10.0,14,30,-3.7,fortsda01,158,16.3,0.0
.004,,1.3,.124,C,Jeff Foster,IND,1.8,18.2,.513,1.9,24.1,1.6,,13.0,16.5,2.7,06/07,9.9,f/fosteje01.html,5.0,-1.4,.469,0.9,75,30,2.3,fosteje01,1740,20.2,4.5
.268,,0.2,.058,PG,Randy Foye,MIN,1.0,16.4,.536,1.5,10.5,0.9,,14.0,3.2,1.3,06/07,22.9,f/foyera01.html,20.9,-0.3,.278,-1.6,82,23,-1.3,foyera01,1879,6.9,2.3
.000,,0.3,.104,C,Adonal Foyle,GSW,0.4,19.3,.557,1.1,17.7,8.0,,13.7,11.5,0.6,06/07,10.7,f/foylead01.html,5.5,-3.2,.294,0.8,48,31,4.0,foylead01,475,14.6,1.0
.324,,0.8,.113,SG,Steve Francis,NYK,2.0,18.7,.570,1.8,11.8,0.8,,15.1,3.2,0.9,06/07,19.7,f/francst01.html,22.4,1.1,.615,0.7,44,29,-0.5,francst01,1237,7.5,2.9
.407,,-0.2,-0.034,PF,Matt Freije,ATL,-0.2,5.0,.353,1.1,13.3,0.5,,6.1,6.5,0.1,06/07,18.7,f/freijma01.html,7.9,-4.2,.111,-7.5,19,25,-3.3,freijma01,147,9.8,-0.1
.026,,-1.3,.024,PF,Channing Frye,NYK,-0.6,12.0,.464,1.0,18.9,1.8,,10.5,5.8,1.6,06/07,20.0,f/fryech01.html,6.2,-4.3,.157,-4.7,72,23,-0.5,fryech01,1896,12.4,0.9
.004,,-0.4,.043,C,Dan Gadzuric,MIL,0.1,15.5,.482,1.4,21.6,2.9,,11.9,13.0,0.7,06/07,17.0,g/gadzuda01.html,5.3,-3.5,.395,-3.8,54,28,-0.3,gadzuda01,840,17.2,0.8
.365,,1.4,.074,PF,Jorge Garbajosa,TOR,0.6,10.2,.503,2.1,17.5,0.6,,12.1,2.9,2.4,06/07,15.2,g/garbajo01.html,10.1,-0.8,.147,0.8,67,29,1.7,garbajo01,1909,10.2,3.0
.392,,0.5,.080,SF,Francisco Garcia,SAC,1.1,14.0,.551,1.6,12.9,2.3,,11.7,4.3,1.2,06/07,15.9,g/garcifr01.html,9.8,-0.9,.300,-0.6,79,25,0.3,garcifr01,1410,8.5,2.4
.042,,5.2,.171,PF,Kevin Garnett,MIN,5.7,11.6,.546,1.6,30.8,3.2,,24.1,7.5,4.9,06/07,27.4,g/garneke01.html,19.5,1.8,.371,5.0,76,30,3.2,garneke01,2995,19.5,10.7
.457,,-0.1,.038,PF,Pat Garrity,ORL,-0.1,15.2,.456,1.3,13.1,0.0,,6.4,5.5,0.3,06/07,15.4,g/garripa01.html,7.8,-2.7,.257,-3.9,33,30,-1.2,garripa01,277,9.3,0.2
.013,,3.3,.155,C,Pau Gasol,MEM,5.4,13.5,.593,0.7,24.2,4.5,,24.1,8.3,1.5,06/07,25.3,g/gasolpa01.html,17.7,2.6,.466,4.2,59,26,1.7,gasolpa01,2133,16.3,6.9
.188,,-0.3,.011,SF,Rudy Gay,MEM,-0.5,14.1,.497,1.7,14.5,2.7,,12.4,5.3,1.0,06/07,21.3,g/gayru01.html,8.0,-2.2,.275,-2.5,78,20,-0.3,gayru01,2103,9.9,0.5
.178,,-0.1,.050,SF,Mickael Gelabale,SEA,0.9,14.0,.535,1.0,11.1,1.4,,9.8,5.7,0.4,06/07,12.8,g/gelabmi01.html,6.7,-1.7,.311,-2.3,70,23,-0.6,gelabmi01,1239,8.4,1.3
.405,,0.4,.078,SF,Devean George,DAL,0.1,11.5,.487,1.9,14.3,1.4,,9.7,5.5,1.9,06/07,16.1,g/georgde01.html,4.0,-1.4,.130,-0.6,60,29,0.8,georgde01,1283,10.0,2.1
.537,,0.2,.098,PG,Daniel Gibson,CLE,0.8,15.1,.556,1.2,7.7,0.6,,9.4,3.2,1.2,06/07,13.4,g/gibsoda01.html,10.7,-0.9,.169,-1.0,60,20,-0.1,gibsoda01,988,5.4,2.0
.378,,4.8,.246,SG,Manu Ginobili,SAS,6.3,13.4,.609,2.8,15.1,1.0,,24.1,3.6,4.3,06/07,27.1,g/ginobma01.html,22.6,5.4,.436,7.2,75,29,1.8,ginobma01,2060,9.6,10.6
.320,,0.0,.076,SG,Gordan Giricek,UTA,1.1,13.2,.566,1.2,10.7,0.3,,11.3,2.5,0.8,06/07,18.2,g/giricgo01.html,8.5,-0.4,.228,-2.0,61,29,-1.7,giricgo01,1188,6.6,1.9
.000,,-0.2,-0.143,C,Andreas Glyniadakis,SEA,-0.2,33.5,.475,0.0,9.0,0.0,,-3.3,2.9,0.0,06/07,15.1,g/glynian01.html,1.8,-8.9,.118,-12.1,13,25,-3.2,glynian01,81,5.9,-0.2
.058,,0.5,.089,PF,Ryan Gomes,BOS,2.5,11.3,.534,1.1,15.2,0.4,,13.7,6.4,1.7,06/07,18.5,g/gomesry01.html,9.2,-0.7,.322,-1.2,73,24,-0.5,gomesry01,2275,10.7,4.2
.008,,1.1,.139,PF,Drew Gooden,CLE,2.4,11.7,.508,1.7,22.3,1.0,,16.5,13.3,4.1,06/07,20.0,g/goodedr01.html,6.7,-1.2,.254,0.0,80,25,1.2,goodedr01,2238,17.7,6.5
.280,,2.4,.152,SG,Ben Gordon,CHI,4.7,14.0,.572,1.2,9.3,0.5,,18.2,1.5,3.9,06/07,29.3,g/gordobe01.html,20.1,2.6,.329,1.4,82,23,-1.2,gordobe01,2704,5.4,8.6
.080,,-0.2,.108,SF,Joey Graham,TOR,1.7,9.9,.564,1.2,17.4,0.2,,12.9,4.9,1.3,06/07,17.4,g/grahajo01.html,5.4,-1.8,.338,-2.6,79,24,-0.8,grahajo01,1319,11.0,3.0
.275,,-0.2,-0.027,SG,Stephen Graham,POR,-0.2,22.8,.512,1.3,11.5,0.5,,5.4,4.4,0.1,06/07,16.2,g/grahast01.html,4.9,-4.2,.225,-5.8,14,24,-1.6,grahast01,165,7.9,-0.1
.332,,2.0,.111,SF,Danny Granger,IND,3.9,11.9,.573,1.2,11.3,1.7,,13.9,4.6,2.6,06/07,18.2,g/grangda01.html,7.0,0.8,.339,0.9,82,23,0.0,grangda01,2785,7.9,6.5
.349,,-0.5,.042,SF,Gerald Green,BOS,0.4,12.9,.521,1.2,9.6,1.0,,12.0,4.5,1.2,06/07,23.7,g/greenge01.html,8.5,-0.7,.215,-3.1,81,21,-2.3,greenge01,1780,7.0,1.6
.181,,-1.6,-0.018,SG,Willie Green,PHI,-1.8,10.4,.458,1.6,7.5,0.2,,10.3,2.7,1.1,06/07,25.7,g/greenwi01.html,11.2,-2.9,.128,-5.5,74,25,-2.6,greenwi01,1842,5.1,-0.7
.177,,-0.1,-0.034,SG,Orien Greene,IND,-0.6,27.7,.432,3.5,14.9,1.2,,6.5,5.4,0.4,06/07,17.8,g/greenor01.html,13.6,-6.0,.403,-4.0,41,24,2.0,greenor01,254,10.0,-0.2
.369,,-0.2,.083,SG,Lynn Greer,MIL,0.7,10.4,.538,2.0,6.9,0.2,,14.0,0.5,0.1,06/07,18.1,g/greerly01.html,19.0,-0.2,.227,-3.8,41,27,-3.5,greerly01,432,3.7,0.7
.047,,0.3,.103,SF,Adrian Griffin,CHI,0.1,21.7,.499,2.8,13.4,0.5,,10.7,7.9,1.2,06/07,13.3,g/griffad01.html,15.2,-2.5,.147,0.3,54,32,2.8,griffad01,585,10.6,1.3
.037,,-0.2,-0.088,PF,Eddie Griffin,MIN,-0.3,17.0,.308,0.0,22.8,5.9,,5.2,9.3,0.1,06/07,17.8,g/griffed01.html,6.5,-9.7,.185,-8.7,13,24,1.0,griffed01,92,16.3,-0.2
.000,,0.0,-0.073,SF,Mike Hall,WAS,0.0,0.0,.250,0.0,9.1,0.0,,3.1,8.6,0.0,06/07,13.5,h/hallmi01.html,11.0,-5.9,.000,-9.4,2,22,-3.5,hallmi01,13,8.8,0.0
.110,,2.2,.141,SG,Richard Hamilton,DET,5.7,10.6,.551,1.2,8.9,0.4,,18.1,3.2,2.4,06/07,25.9,h/hamilri01.html,19.0,2.3,.344,1.1,75,28,-1.2,hamilri01,2763,6.1,8.1
.059,,0.6,.115,SF,Matt Harpring,UTA,3.1,13.0,.564,1.4,14.6,0.5,,14.7,7.3,1.6,06/07,20.8,h/harprma01.html,8.2,0.0,.471,-0.8,77,30,-0.8,harprma01,1965,10.9,4.7
.271,,0.7,.080,PF,Al Harrington,TOT,2.0,12.4,.540,1.3,15.4,0.7,,14.8,6.5,2.2,06/07,23.1,h/harrial01.html,9.8,0.3,.223,-0.8,78,26,-1.1,harrial01,2563,10.9,4.3
.242,,0.1,.059,PF,Al Harrington,IND,0.3,14.6,.538,1.1,15.1,0.6,,13.4,6.7,1.1,06/07,23.1,h/harrial01.html,7.8,-0.6,.207,-1.7,36,26,-1.1,harrial01,1208,10.8,1.5
.294,,0.7,.099,PF,Al Harrington,GSW,1.7,10.6,.542,1.4,15.7,0.8,,16.1,6.4,1.1,06/07,23.1,h/harrial01.html,11.6,1.0,.237,-0.1,42,26,-1.1,harrial01,1355,10.9,2.8
.190,,-0.3,-0.015,PG,Junior Harrington,MEM,-0.4,24.9,.483,2.0,12.3,0.7,,8.9,2.6,0.2,06/07,17.4,h/harriju01.html,25.4,-2.9,.336,-3.9,29,26,-1.0,harriju01,543,7.5,-0.2
.000,,-0.3,.003,PF,Othella Harrington,CHA,-0.1,18.6,.510,0.2,13.9,0.3,,5.0,6.8,0.1,06/07,16.7,h/harriot01.html,4.4,-5.5,.393,-8.1,26,33,-2.6,harriot01,220,10.2,0.0
.084,,2.1,.151,PG,Devin Harris,DAL,3.7,17.1,.574,2.5,8.5,0.8,,16.0,2.7,2.9,06/07,19.1,h/harride01.html,22.9,1.0,.440,1.9,80,23,0.9,harride01,2081,5.7,6.5
.000,,-0.2,-0.040,C,David Harrison,IND,-0.5,27.8,.525,1.4,20.5,4.8,,7.0,5.4,0.3,06/07,22.1,h/harrida01.html,5.6,-8.1,.379,-6.8,24,24,1.3,harrida01,190,12.8,-0.2
.129,,0.3,.085,PG,Jason Hart,TOT,0.5,13.4,.509,2.7,11.8,0.1,,12.3,2.0,1.0,06/07,15.4,h/hartja01.html,19.8,-1.0,.210,-0.6,36,28,0.4,hartja01,846,6.9,1.5
.200,,0.0,.160,PG,Jason Hart,SAC,0.3,10.3,.617,1.5,15.6,0.0,,14.5,2.3,0.1,06/07,17.5,h/hartja01.html,16.9,0.4,.367,-1.3,13,28,-1.7,hartja01,100,8.8,0.3
.119,,0.3,.075,PG,Jason Hart,LAC,0.3,13.9,.491,2.9,11.3,0.1,,12.0,1.9,0.9,06/07,15.1,h/hartja01.html,20.2,-1.2,.186,-0.5,23,28,0.7,hartja01,746,6.7,1.2
.006,,0.2,.099,PF,Udonis Haslem,MIA,2.0,12.0,.523,1.1,21.6,0.8,,13.7,9.2,3.1,06/07,17.5,h/hasleud01.html,6.6,-2.0,.283,-1.7,79,26,0.3,hasleud01,2483,15.5,5.1
.056,,0.1,.056,SG,Trenton Hassell,MIN,1.8,14.2,.529,0.5,8.4,0.9,,9.7,4.6,0.8,06/07,11.8,h/hassetr01.html,14.0,-1.5,.208,-1.8,76,27,-0.2,hassetr01,2223,6.5,2.6
.000,,1.6,.179,PF,Chuck Hayes,HOU,2.9,14.6,.587,2.2,21.1,0.8,,13.9,13.8,3.6,06/07,11.9,h/hayesch01.html,4.4,-1.0,.266,1.6,78,23,2.6,hayesch01,1714,17.5,6.4
.335,,-0.6,.045,SF,Jarvis Hayes,WAS,1.0,8.8,.502,1.5,12.2,0.6,,10.7,2.9,0.5,06/07,17.3,h/hayesja01.html,7.7,-1.3,.154,-3.4,81,25,-2.1,hayesja01,1626,7.4,1.5
.000,,0.6,.095,C,Brendan Haywood,WAS,2.2,16.7,.571,1.0,19.2,3.9,,14.2,12.5,1.3,06/07,13.6,h/haywobr01.html,4.1,-1.3,.592,-0.7,77,27,0.5,haywobr01,1740,15.8,3.4
.573,,2.0,.123,SG,Luther Head,HOU,2.2,15.5,.584,1.8,11.4,0.2,,13.7,1.6,3.4,06/07,18.6,h/headlu01.html,14.8,0.8,.150,1.5,80,24,0.7,headlu01,2211,6.6,5.7
.000,,0.3,.181,PF,Alan Henderson,PHI,1.1,12.0,.679,1.1,16.9,2.2,,15.7,13.8,0.4,06/07,11.0,h/hendeal01.html,3.8,0.6,.701,0.6,38,34,0.0,hendeal01,418,15.4,1.6
.348,,0.2,.125,PF,Walter Herrmann,CHA,1.8,8.3,.625,0.9,14.5,0.6,,16.1,3.4,0.6,06/07,18.7,h/herrmwa01.html,5.0,1.1,.161,-1.3,48,27,-2.4,herrmwa01,936,8.8,2.4
.002,,1.5,.148,C,Nene Hilario,DEN,2.9,16.5,.611,1.8,19.4,2.5,,17.8,10.0,2.4,06/07,19.2,h/hilarne01.html,7.1,0.0,.548,1.5,64,24,1.5,hilarne01,1715,14.7,5.3
.018,,1.1,.123,SG,Grant Hill,ORL,2.9,15.2,.582,1.6,11.0,1.0,,16.3,3.3,2.3,06/07,21.8,h/hillgr01.html,12.3,0.0,.491,0.1,65,34,0.1,hillgr01,2009,7.3,5.1
.318,,3.5,.171,PG,Kirk Hinrich,CHI,5.5,13.9,.559,1.8,9.7,0.6,,17.0,1.3,4.6,06/07,21.6,h/hinriki01.html,29.2,2.7,.268,2.9,80,26,0.2,hinriki01,2839,5.5,10.1
.383,,-0.2,-0.055,SG,Robert Hite,MIA,-0.3,8.4,.391,1.2,10.2,1.2,,7.4,3.6,0.1,06/07,24.8,h/hitero01.html,9.9,-4.9,.200,-7.9,12,23,-2.9,hitero01,136,6.9,-0.2
.000,,0.0,.115,SG,Julius Hodge,TOT,0.1,17.9,.545,3.1,10.7,0.0,,14.0,3.6,0.1,06/07,11.4,h/hodgeju01.html,25.4,-2.1,.333,-3.3,9,23,-1.2,hodgeju01,65,7.1,0.2
.000,,0.0,.174,SG,Julius Hodge,DEN,0.1,14.5,.510,4.0,6.0,0.0,,16.0,3.1,0.0,06/07,8.0,h/hodgeju01.html,36.2,-0.9,.400,-2.1,4,23,-1.1,hodgeju01,37,4.6,0.1
.000,,0.0,.037,SG,Julius Hodge,MIL,0.0,20.2,.571,1.9,17.0,0.0,,11.4,4.2,0.0,06/07,15.9,h/hodgeju01.html,11.1,-3.6,.286,-5.0,5,23,-1.4,hodgeju01,28,10.5,0.0
.000,,-0.2,.040,C,Ryan Hollins,CHA,0.0,23.0,.597,1.1,13.2,2.9,,8.5,6.8,0.2,06/07,17.1,h/holliry01.html,0.9,-5.4,1.111,-6.9,27,22,-1.5,holliry01,185,9.9,0.2
.594,,1.4,.125,PF,Robert Horry,SAS,0.6,13.6,.480,2.1,16.1,2.7,,11.9,8.2,2.4,06/07,13.6,h/horryro01.html,10.1,-0.5,.255,2.8,68,36,3.3,horryro01,1124,12.3,2.9
.416,,0.0,.094,SG,Eddie House,NJN,1.1,5.8,.536,1.5,9.7,0.3,,15.0,1.8,0.8,06/07,22.8,h/houseed01.html,13.1,0.7,.086,-2.1,56,28,-2.8,houseed01,946,5.7,1.9
.002,,4.3,.154,C,Dwight Howard,ORL,3.9,21.4,.619,1.2,28.9,4.2,,21.1,11.8,5.8,06/07,22.7,h/howardw01.html,9.5,0.5,.763,3.6,82,21,3.1,howardw01,3023,20.5,9.7
.222,,3.0,.173,SF,Josh Howard,DAL,5.0,9.3,.548,1.8,16.6,1.7,,20.0,6.5,3.8,06/07,25.2,h/howarjo01.html,9.2,2.1,.273,2.8,70,26,0.7,howarjo01,2455,11.7,8.8
.000,,0.1,.110,PF,Juwan Howard,HOU,1.7,13.0,.517,0.7,17.9,0.3,,12.8,7.5,3.2,06/07,18.9,h/howarju01.html,10.5,-2.7,.283,-1.8,80,33,0.9,howarju01,2123,12.7,4.9
.410,,-0.4,.005,PG,Troy Hudson,MIN,-0.2,16.1,.483,1.3,8.4,0.3,,10.8,1.8,0.3,06/07,20.9,h/hudsotr01.html,21.4,-1.9,.164,-4.7,34,30,-2.7,hudsotr01,554,5.2,0.1
.233,,1.0,.073,SG,Larry Hughes,CLE,0.1,12.4,.480,1.8,10.4,0.8,,12.1,1.8,3.8,06/07,21.7,h/hughela01.html,16.4,-1.3,.324,-0.5,70,28,0.8,hughela01,2596,6.0,3.9
.000,,-0.1,.107,PF,Kris Humphries,TOR,0.7,12.7,.516,1.1,19.3,2.4,,13.5,13.5,0.8,06/07,17.4,h/humphkr01.html,4.2,-2.6,.427,-2.7,60,21,-0.1,humphkr01,670,16.4,1.5
.488,,0.1,.085,PG,Lindsey Hunter,DET,0.5,11.9,.495,2.5,6.1,0.7,,12.7,1.4,0.8,06/07,18.7,h/hunteli01.html,20.3,0.0,.135,-1.4,52,36,-1.4,hunteli01,745,3.7,1.3
.000,,0.1,.085,PF,Steven Hunter,PHI,1.3,14.2,.573,0.4,16.5,3.7,,12.3,8.6,1.5,06/07,13.2,h/huntest01.html,2.6,-2.4,.463,-1.9,70,25,0.5,huntest01,1605,12.5,2.8
.156,,4.1,.120,SG,Andre Iguodala,PHI,4.1,17.5,.562,2.6,14.0,0.8,,18.1,3.0,3.6,06/07,22.6,i/iguodan01.html,23.8,1.9,.556,3.4,76,23,1.4,iguodan01,3062,8.5,7.7
.001,,2.1,.148,C,Zydrunas Ilgauskas,CLE,2.6,13.8,.527,1.2,20.0,3.6,,18.0,12.9,4.0,06/07,21.7,i/ilgauzy01.html,10.2,-0.6,.242,2.0,78,31,2.6,ilgauzy01,2130,16.4,6.6
.000,,-0.1,-1.264,C,Mile Ilic,NJN,-0.2,50.0,.000,0.0,19.5,0.0,,-48.6,0.0,0.0,06/07,46.6,i/ilicmi01.html,0.0,-46.4,.000,-53.6,5,22,-7.2,ilicmi01,6,9.8,-0.2
.000,,0.0,.055,C,Didier Ilunga-Mbenga,DAL,-0.1,20.4,.435,2.0,11.9,4.8,,7.2,4.7,0.1,06/07,14.5,m/mbengdj01.html,10.9,-5.1,.500,-1.6,21,26,3.4,mbengdj01,79,8.4,0.1
.408,,-0.4,.051,PF,Ersan Ilyasova,MIL,0.5,11.3,.500,1.4,16.0,1.4,,12.1,6.9,0.5,06/07,21.0,i/ilyaser01.html,7.8,-1.1,.245,-3.4,66,19,-2.3,ilyaser01,973,11.4,1.0
.150,,1.9,.108,SG-PG,Allen Iverson*,TOT,4.0,14.5,.540,2.2,6.9,0.3,,19.6,1.0,2.2,06/07,29.3,i/iversal01.html,29.6,2.2,.465,0.8,65,31,-1.5,iversal01,2761,4.0,6.2
