fg3a_per_fga_pct,Yyy,vorp,ws_per_48,pos,player,team_id,ows,tov_pct,ts_pct,stl_pct,drb_pct,blk_pct,Xxx,per,orb_pct,dws,season,usg_pct,link,ast_pct,obpm,fta_per_fga_pct,bpm,g,age,dbpm,pseudo,mp,trb_pct,ws
.100,,0.7,.096,PG,Speedy Claxton,TOT,1.9,14.1,.493,3.0,9.1,0.3,,15.8,2.1,1.8,04/05,20.1,c/claxtsp01.html,33.1,-0.2,.416,-0.5,62,26,-0.4,claxtsp01,1866,5.4,3.7
.104,,0.9,.113,PG,Speedy Claxton,GSW,2.1,13.4,.508,3.0,9.2,0.3,,16.4,2.2,1.5,04/05,20.2,c/claxtsp01.html,30.9,0.4,.425,0.3,46,26,-0.1,claxtsp01,1501,5.5,3.5
.082,,-0.2,.027,PG,Speedy Claxton,NOH,-0.2,17.4,.422,3.3,8.8,0.4,,13.4,1.6,0.4,04/05,19.7,c/claxtsp01.html,42.3,-2.5,.373,-3.9,16,26,-1.4,claxtsp01,365,5.0,0.2
.143,,0.0,.029,PG,Mateen Cleaves,SEA,0.0,11.3,.412,1.7,7.5,0.0,,9.1,3.8,0.0,04/05,12.6,c/cleavma01.html,16.5,-2.7,.286,-4.1,14,27,-1.4,cleavma01,65,5.6,0.0
.143,,-0.2,-0.049,C,Derrick Coleman,DET,-0.1,11.5,.294,0.0,27.9,0.0,,1.2,7.1,0.1,04/05,16.3,c/colemde01.html,0.0,-11.9,.214,-17.4,5,37,-5.5,colemde01,50,17.6,-0.1
.037,,-1.5,.000,C,Jason Collier,ATL,-0.1,13.4,.494,0.8,13.0,1.1,,11.0,9.9,0.1,04/05,22.4,c/collija02.html,3.4,-3.9,.189,-8.1,70,27,-4.2,collija02,942,11.4,0.0
.006,,-0.2,.057,C,Jarron Collins,UTA,0.9,14.0,.509,0.6,14.2,0.5,,8.0,7.2,0.3,04/05,11.7,c/collija03.html,9.8,-1.9,.758,-2.6,50,26,-0.7,collija03,961,10.6,1.1
.013,,0.6,.073,C,Jason Collins,NJN,0.2,14.4,.471,1.5,16.1,2.3,,8.6,7.1,3.7,04/05,11.7,c/collija04.html,6.7,-3.8,.463,-1.1,80,26,2.7,collija04,2542,11.5,3.9
.008,,0.8,.135,C,Nick Collison,SEA,2.7,13.3,.570,1.3,19.2,2.8,,15.0,13.7,1.2,04/05,15.5,c/collini01.html,3.9,0.0,.333,0.3,82,24,0.3,collini01,1396,16.5,3.9
.472,,-0.1,.088,C,Brian Cook,LAL,1.5,6.2,.522,1.1,15.8,1.8,,14.1,6.6,0.5,04/05,19.4,c/cookbr01.html,5.7,0.3,.088,-2.3,72,24,-2.6,cookbr01,1087,11.2,2.0
.167,,0.0,.067,PG,Omar Cook,TOR,0.0,18.4,.432,4.2,7.8,1.0,,17.0,3.0,0.1,04/05,20.2,c/cookom01.html,48.7,-0.8,.250,-2.1,5,23,-1.3,cookom01,74,5.4,0.1
.467,,1.9,.075,SG,Jamal Crawford,NYK,3.1,11.0,.521,1.8,7.5,0.5,,15.2,1.4,1.1,04/05,22.8,c/crawfja01.html,19.2,2.5,.197,0.8,70,24,-1.8,crawfja01,2688,4.4,4.2
.350,,0.8,.107,PF,Austin Croshere,IND,1.8,14.6,.531,1.4,17.5,0.7,,13.5,6.8,2.2,04/05,18.7,c/croshau01.html,9.5,-0.5,.515,-0.3,73,29,0.2,croshau01,1827,12.2,4.1
.000,,0.1,.115,C,Eddy Curry,CHI,1.5,15.8,.583,0.6,13.6,2.4,,16.3,7.2,2.8,04/05,25.5,c/curryed01.html,4.1,-1.9,.430,-1.9,63,22,0.0,curryed01,1808,10.5,4.3
.000,,0.0,.057,SF,Michael Curry,IND,0.1,13.3,.461,1.1,9.0,1.2,,5.1,3.9,0.2,04/05,7.2,c/currymi01.html,9.7,-3.7,.276,-2.5,18,36,1.2,currymi01,249,6.5,0.3
.000,,0.2,.104,C,Samuel Dalembert,PHI,0.8,17.4,.543,1.3,22.6,5.3,,14.4,11.6,3.1,04/05,16.3,d/dalemsa01.html,3.3,-3.7,.310,-1.5,72,23,2.2,dalemsa01,1785,17.1,3.9
.008,,1.1,.135,C,Erick Dampier,DAL,2.3,17.9,.580,0.5,21.7,3.7,,15.2,13.0,2.3,04/05,15.8,d/dampier01.html,4.9,-0.7,.621,0.8,59,29,1.5,dampier01,1609,17.4,4.5
.265,,1.5,.160,PG,Antonio Daniels,SEA,6.3,9.3,.557,1.4,9.0,0.1,,18.0,1.2,0.5,04/05,19.0,d/daniean01.html,25.6,3.0,.488,1.0,75,29,-2.0,daniean01,2026,5.1,6.8
.111,,-0.1,-0.061,SF,Erik Daniels,SAC,-0.1,25.0,.361,1.4,17.1,0.0,,4.6,10.9,0.1,04/05,14.8,d/danieer01.html,7.7,-6.7,.000,-7.9,21,22,-1.2,danieer01,72,14.0,-0.1
.069,,1.0,.086,SG,Marquis Daniels,DAL,0.7,13.3,.484,3.0,10.0,0.7,,14.6,7.0,1.9,04/05,20.6,d/daniema01.html,14.6,-0.3,.264,0.9,60,24,1.2,daniema01,1412,8.6,2.5
.000,,0.9,.101,PF,Antonio Davis,CHI,0.9,16.5,.516,0.8,16.6,1.7,,11.1,9.3,3.0,04/05,14.1,d/davisan01.html,7.1,-2.7,.363,-0.2,72,36,2.5,davisan01,1843,13.0,3.9
.471,,2.7,.132,PG,Baron Davis,TOT,2.8,13.2,.515,2.7,10.6,0.7,,20.8,2.2,1.5,04/05,28.2,d/davisba01.html,42.0,5.8,.323,4.7,46,25,-1.0,davisba01,1581,6.2,4.4
.452,,1.2,.138,PG,Baron Davis,NOH,1.1,9.9,.492,2.9,10.6,0.5,,21.4,3.1,0.6,04/05,30.0,d/davisba01.html,44.0,7.3,.317,6.4,18,25,-0.9,davisba01,593,6.7,1.7
.483,,1.4,.129,PG,Baron Davis,GSW,1.7,15.3,.530,2.6,10.6,0.7,,20.4,1.7,0.9,04/05,27.1,d/davisba01.html,40.8,4.9,.327,3.7,28,25,-1.1,davisba01,988,5.9,2.6
.000,,0.9,.126,C,Dale Davis,TOT,1.6,13.4,.512,1.3,19.8,3.7,,13.4,13.3,1.8,04/05,11.3,d/davisda01.html,5.8,-1.8,.423,0.8,61,35,2.7,davisda01,1307,16.5,3.4
.000,,0.0,.072,C,Dale Davis,GSW,0.2,13.7,.445,1.2,18.2,3.9,,10.5,11.0,0.7,04/05,11.2,d/davisda01.html,5.8,-4.1,.349,-1.9,36,35,2.2,davisda01,577,14.4,0.9
.000,,0.9,.168,C,Dale Davis,IND,1.4,13.2,.566,1.4,21.1,3.5,,15.7,15.1,1.2,04/05,11.5,d/davisda01.html,5.7,0.0,.488,3.0,25,35,3.0,davisda01,730,18.1,2.6
.477,,-0.1,.079,PF,Josh Davis,PHI,0.2,11.2,.494,1.2,17.4,1.0,,11.4,9.8,0.4,04/05,18.0,d/davisjo02.html,6.0,-1.9,.153,-3.7,42,24,-1.8,davisjo02,328,13.5,0.5
.173,,0.6,.074,SG,Ricky Davis,BOS,2.5,14.6,.547,1.7,7.8,0.8,,15.0,2.9,1.7,04/05,23.4,d/davisri01.html,15.5,0.3,.337,-1.1,82,25,-1.4,davisri01,2696,5.4,4.2
.000,,0.0,.061,C,Andrew DeClercq,ORL,0.0,8.8,.436,2.1,6.8,0.0,,5.6,16.2,0.0,04/05,10.1,d/declean01.html,0.0,-2.7,.333,-6.0,8,31,-3.4,declean01,49,11.4,0.1
.299,,0.0,.048,SG,Carlos Delfino,DET,-0.3,14.6,.431,2.6,10.6,1.0,,8.6,3.3,0.8,04/05,16.1,d/delfica01.html,13.3,-3.5,.342,-2.3,30,22,1.2,delfica01,459,7.0,0.5
.342,,-0.1,.074,SG,Tony Delk,ATL,1.8,7.7,.512,1.8,9.3,0.2,,15.1,2.3,0.3,04/05,23.6,d/delkto01.html,13.9,1.2,.230,-2.3,56,31,-3.6,delkto01,1340,5.6,2.1
.181,,1.1,.086,SF,Luol Deng,CHI,0.1,14.1,.496,1.5,15.4,1.2,,14.2,6.2,2.9,04/05,22.4,d/denglu01.html,14.8,-1.2,.251,0.6,61,19,1.8,denglu01,1663,10.8,3.0
.170,,-0.5,.005,SG,Boris Diaw,ATL,-0.3,21.0,.479,1.6,11.8,1.2,,10.0,5.0,0.4,04/05,15.5,d/diawbo01.html,19.5,-2.8,.262,-3.8,66,22,-1.0,diawbo01,1201,8.2,0.1
.324,,0.9,.079,PG,Dan Dickau,TOT,2.2,14.5,.518,2.0,8.6,0.2,,14.9,1.9,1.3,04/05,22.3,d/dickada01.html,31.0,1.5,.302,-0.3,71,26,-1.8,dickada01,2090,5.1,3.5
.375,,-0.1,-0.259,PG,Dan Dickau,DAL,-0.1,9.7,.268,0.0,6.8,0.0,,-4.6,0.0,0.0,04/05,28.9,d/dickada01.html,8.8,-11.0,.375,-17.3,4,26,-6.3,dickada01,16,3.5,-0.1
.324,,0.9,.082,PG,Dan Dickau,NOH,2.3,14.5,.521,2.0,8.6,0.2,,15.0,1.9,1.3,04/05,22.2,d/dickada01.html,31.2,1.6,.301,-0.2,67,26,-1.8,dickada01,2074,5.1,3.5
.643,,-0.1,.036,SF,Kaniel Dickens,NJN,0.0,11.8,.437,1.8,12.0,1.3,,6.7,5.8,0.1,04/05,13.0,d/dickeka01.html,2.6,-4.5,.143,-5.3,11,26,-0.8,dickeka01,61,8.9,0.0
.029,,-0.1,-0.006,C,DeSagana Diop,CLE,-0.5,14.4,.281,1.4,15.8,6.6,,6.3,11.3,0.4,04/05,12.3,d/diopde01.html,7.1,-6.4,.072,-3.0,39,23,3.3,diopde01,306,13.5,0.0
.000,,0.0,.013,C,Vlade Divac,LAL,0.0,27.8,.469,1.6,12.1,0.6,,10.5,15.7,0.0,04/05,17.5,d/divacvl01.html,23.1,-2.0,.387,-2.4,15,36,-0.4,divacvl01,130,13.9,0.0
.329,,0.0,.089,SG,Juan Dixon,WAS,1.3,12.2,.518,2.1,9.6,0.3,,15.2,3.3,0.7,04/05,23.1,d/dixonju01.html,18.4,0.4,.217,-2.1,63,26,-2.6,dixonju01,1054,6.3,2.0
.006,,-0.4,.076,C,Michael Doleac,MIA,0.2,9.3,.460,1.0,17.7,1.4,,9.7,7.7,1.6,04/05,15.3,d/doleami01.html,6.2,-3.5,.124,-3.4,80,27,0.1,doleami01,1175,12.9,1.9
.217,,-0.5,.061,PG,Keyon Dooling,MIA,0.2,14.2,.486,1.7,7.5,0.7,,10.1,1.1,1.3,04/05,18.0,d/doolike01.html,17.0,-2.6,.316,-3.7,74,24,-1.1,doolike01,1184,4.4,1.5
.131,,-1.1,.032,C,Predrag Drobnjak,ATL,0.4,11.6,.501,1.5,14.1,1.3,,12.7,5.6,0.5,04/05,21.0,d/drobnpr01.html,5.9,-2.6,.221,-5.0,71,29,-2.4,drobnpr01,1435,9.7,1.0
.543,,0.8,.090,PG,Chris Duhon,CHI,0.8,18.7,.471,2.0,9.7,0.1,,9.8,1.2,3.3,04/05,13.1,d/duhonch01.html,28.6,-1.2,.137,-0.5,82,22,0.8,duhonch01,2177,5.5,4.1
.009,,4.7,.245,PF,Tim Duncan,SAS,5.5,9.3,.540,1.1,28.2,5.7,,27.0,10.7,5.7,04/05,28.9,d/duncati01.html,16.1,1.9,.437,6.4,66,28,4.5,duncati01,2203,19.4,11.2
.305,,1.5,.091,SF,Mike Dunleavy,GSW,2.7,11.9,.539,1.6,15.0,0.7,,14.5,3.9,2.2,04/05,19.1,d/dunlemi02.html,13.1,0.2,.190,0.3,79,24,0.1,dunlemi02,2570,9.2,4.9
.016,,-0.1,.104,SF,Ronald Dupree,DET,0.4,13.0,.515,0.8,15.0,1.6,,11.8,8.5,0.7,04/05,16.9,d/duprero01.html,8.7,-2.9,.370,-2.9,47,24,0.0,duprero01,472,11.8,1.0
.048,,0.0,.116,SG,Ndudi Ebi,MIN,0.1,10.7,.541,1.0,20.3,1.3,,17.8,13.3,0.1,04/05,24.0,e/ebind01.html,3.3,-1.7,.429,-5.0,2,20,-3.3,ebind01,54,16.9,0.1
.000,,-0.1,.026,C,Corsley Edwards,NOH,0.0,5.2,.372,1.5,14.6,2.9,,8.6,12.4,0.1,04/05,16.2,e/edwarco01.html,4.6,-5.1,.387,-5.2,10,25,-0.2,edwarco01,110,13.5,0.1
.000,,-0.2,-0.035,C,John Edwards,IND,-0.2,18.1,.401,1.2,9.3,2.2,,5.1,7.0,0.1,04/05,15.2,e/edwarjo01.html,3.7,-6.9,.467,-7.0,25,23,-0.1,edwarjo01,139,8.2,-0.1
.254,,-1.2,.000,PG,Howard Eisley,UTA,-0.4,20.1,.470,1.7,6.7,0.5,,9.3,1.3,0.4,04/05,17.8,e/eisleho01.html,29.1,-2.2,.205,-5.3,74,32,-3.0,eisleho01,1428,3.9,0.0
.005,,-0.7,.043,C,Obinna Ekezie,ATL,0.3,16.8,.516,1.6,18.4,1.3,,10.4,10.4,0.4,04/05,16.4,e/ekeziob01.html,2.4,-3.9,.511,-6.0,42,29,-2.1,ekeziob01,732,14.2,0.7
.014,,0.1,.081,C,Francisco Elson,DEN,0.2,13.8,.494,1.9,17.1,3.3,,10.7,7.5,1.4,04/05,13.8,e/elsonfr01.html,5.5,-3.6,.366,-1.7,67,28,1.8,elsonfr01,939,12.3,1.6
.000,,-0.6,.004,PF,Melvin Ely,CHA,-1.1,15.7,.465,1.0,13.5,3.1,,10.5,9.3,1.2,04/05,19.7,e/elyme01.html,7.6,-3.7,.403,-3.3,79,26,0.3,elyme01,1649,11.3,0.1
.000,,-0.1,-0.038,SG,Andre Emmett,MEM,0.0,10.9,.427,0.0,8.5,0.0,,0.9,0.0,0.0,04/05,15.5,e/emmetan01.html,0.0,-8.8,.833,-12.9,8,22,-4.1,emmetan01,28,4.3,0.0
.220,,-0.2,.081,SG,Maurice Evans,SAC,1.5,7.7,.511,1.5,10.2,0.5,,12.1,8.0,0.6,04/05,15.9,e/evansma01.html,5.4,-0.8,.209,-2.6,65,26,-1.8,evansma01,1233,9.1,2.1
.007,,0.9,.096,PF,Reggie Evans,SEA,1.5,21.6,.512,1.7,31.2,0.6,,13.0,16.6,2.3,04/05,11.8,e/evansre01.html,4.7,-1.3,.851,-0.2,79,24,1.1,evansre01,1881,23.9,3.8
.314,,1.8,.112,SG,Michael Finley,DAL,3.6,5.8,.519,1.1,10.1,0.6,,14.3,2.2,1.9,04/05,19.5,f/finlemi01.html,11.7,1.7,.150,1.0,64,31,-0.7,finlemi01,2358,6.2,5.5
.385,,0.6,.080,PG,Derek Fisher,GSW,2.3,13.3,.519,1.8,9.2,0.1,,13.4,1.8,1.4,04/05,19.4,f/fishede01.html,21.6,0.3,.269,-1.0,74,30,-1.3,fishede01,2222,5.3,3.7
.021,,-0.3,.023,PF,Marcus Fizer,MIL,-0.2,15.7,.498,1.5,19.2,1.1,,11.6,3.7,0.7,04/05,20.2,f/fizerma01.html,11.8,-3.4,.353,-3.5,54,26,-0.2,fizerma01,903,11.4,0.4
.345,,-0.1,-0.020,PG,Luis Flores,TOT,-0.1,26.9,.586,1.3,3.0,0.0,,10.1,1.5,0.0,04/05,23.5,f/florelu01.html,24.5,-3.7,.069,-9.6,16,23,-5.8,florelu01,77,2.2,0.0
.333,,-0.2,-0.039,PG,Luis Flores,GSW,-0.1,28.3,.574,1.4,3.1,0.0,,8.8,0.0,0.0,04/05,23.5,f/florelu01.html,25.9,-4.6,.074,-10.2,15,23,-5.6,florelu01,73,1.5,-0.1
.500,,0.0,.324,PG,Luis Flores,DEN,0.0,0.0,.750,0.0,0.0,0.0,,33.7,29.0,0.0,04/05,22.3,f/florelu01.html,0.0,12.7,.000,2.3,1,23,-10.5,florelu01,4,14.4,0.0
.000,,-0.2,.197,C,Danny Fortson,SEA,3.6,21.1,.682,0.8,22.2,0.5,,17.0,18.4,0.7,04/05,19.0,f/fortsda01.html,1.2,0.7,1.142,-2.9,62,28,-3.6,fortsda01,1047,20.3,4.3
.015,,1.0,.162,C,Jeff Foster,IND,2.9,12.5,.551,1.6,25.4,0.6,,15.4,15.6,2.5,04/05,13.3,f/fosteje01.html,4.8,-0.4,.438,0.6,61,28,0.9,fosteje01,1594,20.6,5.4
.176,,-0.1,-0.028,SF,Tremaine Fowlkes,IND,-0.1,21.9,.531,2.0,10.5,0.0,,7.5,6.5,0.1,04/05,19.6,f/fowlktr01.html,0.0,-6.2,.118,-9.9,8,28,-3.7,fowlktr01,56,8.5,0.0
.000,,1.0,.096,C,Adonal Foyle,GSW,1.2,14.5,.514,0.8,17.7,6.7,,12.7,10.1,2.2,04/05,10.4,f/foylead01.html,4.9,-3.4,.232,0.4,78,29,3.8,foylead01,1700,13.7,3.4
.571,,0.1,.097,SG,Richie Frahm,POR,0.7,8.5,.543,1.6,9.8,0.6,,12.4,4.1,0.3,04/05,15.2,f/frahmri01.html,9.7,0.5,.179,-1.5,43,27,-2.0,frahmri01,499,7.1,1.0
.095,,3.2,.100,PG,Steve Francis,ORL,3.9,16.6,.521,1.9,12.0,0.7,,18.9,4.8,2.3,04/05,28.0,f/francst01.html,31.6,2.4,.456,2.2,78,27,-0.2,francst01,2978,8.5,6.2
.425,,-0.4,-0.052,PF,Matt Freije,NOH,-0.8,11.5,.356,1.6,12.6,0.4,,4.1,4.1,0.3,04/05,15.5,f/freijma01.html,7.6,-5.2,.063,-5.9,23,23,-0.7,freijma01,441,8.2,-0.5
.000,,0.0,.161,PF,Lawrence Funderburke,CHI,0.0,0.0,.549,0.0,10.6,0.0,,13.1,5.4,0.0,04/05,17.5,f/fundela01.html,0.0,-3.5,.833,-8.2,2,34,-4.7,fundela01,21,8.0,0.1
.000,,0.9,.140,C,Dan Gadzuric,MIL,2.8,13.1,.551,1.4,27.4,4.4,,18.1,17.0,2.4,04/05,15.8,g/gadzuda01.html,2.7,-0.8,.441,-0.1,81,26,0.8,gadzuda01,1783,22.2,5.2
.280,,-0.2,-0.034,PG,Reece Gaines,TOT,-0.3,11.9,.396,1.4,8.0,0.4,,3.5,0.6,0.1,04/05,14.6,g/gainere01.html,5.8,-5.8,.080,-7.0,21,24,-1.2,gainere01,187,4.4,-0.1
.444,,-0.1,.017,PG,Reece Gaines,HOU,-0.1,12.2,.452,1.5,11.6,0.0,,4.7,0.0,0.1,04/05,14.3,g/gainere01.html,4.5,-4.9,.148,-5.4,10,24,-0.4,gainere01,108,5.9,0.0
.087,,-0.1,-0.104,PG,Reece Gaines,MIL,-0.2,11.5,.326,1.3,3.0,0.9,,1.9,1.5,0.0,04/05,15.0,g/gainere01.html,7.7,-7.0,.000,-9.2,11,24,-2.2,gainere01,79,2.2,-0.2
.346,,-0.1,-0.018,SG,Alex Garcia,NOH,-0.1,13.0,.409,1.5,6.8,0.6,,8.4,5.5,0.1,04/05,19.7,g/garcial01.html,22.1,-2.5,.077,-4.5,8,24,-2.1,garcial01,146,6.1,-0.1
.018,,9.3,.248,PF,Kevin Garnett,MIN,10.1,12.2,.567,2.1,30.2,2.6,,28.2,9.5,6.0,04/05,27.1,g/garneke01.html,27.1,5.3,.404,9.7,82,28,4.4,garneke01,3121,20.3,16.1
.480,,-0.5,.054,PF,Pat Garrity,ORL,0.5,8.6,.505,1.0,11.9,0.7,,9.1,2.5,0.5,04/05,16.0,g/garripa01.html,4.9,-1.5,.108,-4.0,71,28,-2.4,garripa01,955,7.3,1.1
.009,,2.6,.184,PF,Pau Gasol,MEM,4.1,13.8,.582,1.1,18.7,4.1,,22.5,8.7,2.8,04/05,26.2,g/gasolpa01.html,14.7,1.6,.528,3.8,56,24,2.2,gasolpa01,1790,13.7,6.8
.558,,-0.1,.041,SF,Devean George,LAL,0.2,9.6,.488,1.4,14.6,0.5,,10.7,4.8,0.1,04/05,18.4,g/georgde01.html,7.5,-0.7,.192,-3.2,15,27,-2.4,georgde01,306,9.8,0.3
.483,,0.2,.053,PG,Eddie Gill,IND,-0.3,17.8,.484,3.2,11.0,0.4,,9.5,1.9,1.4,04/05,15.8,g/gilled01.html,13.8,-2.2,.335,-1.3,73,26,0.9,gilled01,1021,6.5,1.1
.113,,0.1,.079,SG,Kendall Gill,MIL,0.3,9.2,.479,2.6,10.8,1.0,,12.2,4.5,0.2,04/05,15.7,g/gillke01.html,14.9,-0.7,.250,-0.2,14,36,0.5,gillke01,284,7.6,0.5
.331,,5.0,.240,SG,Manu Ginobili,SAS,6.4,15.0,.609,2.9,13.6,0.9,,22.3,4.0,4.6,04/05,24.3,g/ginobma01.html,23.0,4.8,.567,7.0,74,27,2.2,ginobma01,2193,8.8,11.0
.166,,-0.3,.053,SG,Gordan Giricek,UTA,1.1,11.5,.516,1.5,12.1,0.6,,12.9,1.8,0.7,04/05,21.7,g/giricgo01.html,15.2,-0.8,.217,-2.8,81,27,-2.0,giricgo01,1660,6.8,1.8
.364,,0.0,.150,SG,Dion Glover,SAS,0.1,7.0,.473,2.4,13.8,3.2,,14.0,5.2,0.1,04/05,19.4,g/glovedi01.html,9.5,-1.4,.455,0.5,7,26,1.8,glovedi01,68,9.5,0.2
.588,,0.3,.138,PG,Anthony Goldwire,TOT,1.3,9.1,.575,1.5,10.8,0.0,,15.1,2.2,0.2,04/05,14.0,g/goldwan01.html,22.7,2.4,.228,0.0,33,33,-2.4,goldwan01,537,6.4,1.5
.600,,-0.1,.093,PG,Anthony Goldwire,DET,0.0,5.1,.486,0.0,14.8,0.0,,7.4,2.2,0.1,04/05,16.7,g/goldwan01.html,0.0,-4.3,.533,-10.0,9,33,-5.7,goldwan01,55,8.5,0.1
.587,,0.4,.143,PG,Anthony Goldwire,MIL,1.3,9.6,.587,1.6,10.3,0.0,,15.9,2.2,0.2,04/05,13.7,g/goldwan01.html,25.3,3.2,.190,1.2,24,33,-2.0,goldwan01,482,6.2,1.4
.030,,1.8,.163,PF,Drew Gooden,CLE,4.7,11.0,.548,1.6,26.1,2.2,,19.7,9.5,3.8,04/05,21.7,g/goodedr01.html,9.1,0.2,.329,0.9,82,23,0.7,goodedr01,2523,17.6,8.5
.313,,0.7,.084,SG,Ben Gordon,CHI,0.8,13.7,.526,1.4,8.9,0.4,,14.9,3.1,2.7,04/05,30.4,g/gordobe01.html,16.3,0.7,.256,-0.6,82,21,-1.3,gordobe01,2002,6.0,3.5
.000,,-0.2,.068,C,Brian Grant,LAL,1.2,15.0,.539,1.1,15.4,1.5,,10.0,10.1,0.4,04/05,11.4,g/grantbr01.html,4.7,-2.2,.378,-2.6,69,32,-0.4,grantbr01,1136,12.8,1.6
.248,,-0.9,.007,SG,Willie Green,PHI,-0.9,13.6,.457,1.6,11.9,0.4,,9.6,2.3,1.1,04/05,23.0,g/greenwi01.html,15.7,-3.8,.296,-5.3,57,23,-1.5,greenwi01,1066,7.0,0.1
.056,,0.4,.095,SF,Adrian Griffin,CHI,-0.1,14.3,.419,3.3,15.7,0.4,,10.7,8.8,1.4,04/05,14.1,g/griffad01.html,12.6,-3.2,.273,0.3,69,30,3.6,griffad01,667,12.2,1.3
.391,,0.7,.102,PF,Eddie Griffin,MIN,0.8,9.0,.474,0.8,23.8,5.7,,15.9,10.3,2.4,04/05,19.0,g/griffed01.html,5.6,-1.4,.149,-0.1,70,22,1.3,griffed01,1492,17.3,3.2
.108,,-0.1,.018,PF,Tom Gugliotta,TOT,-0.4,18.0,.460,2.2,16.9,1.3,,9.9,6.6,0.7,04/05,14.7,g/guglito01.html,11.0,-3.1,.178,-2.4,47,35,0.8,guglito01,966,11.5,0.4
.000,,-0.1,.002,PF,Tom Gugliotta,BOS,-0.2,18.5,.328,2.1,14.7,1.4,,5.7,8.2,0.2,04/05,10.0,g/guglito01.html,7.7,-4.9,.162,-3.3,20,35,1.6,guglito01,218,11.5,0.0
.127,,0.0,.022,PF,Tom Gugliotta,ATL,-0.2,17.9,.483,2.2,17.5,1.3,,11.1,6.1,0.5,04/05,16.1,g/guglito01.html,12.0,-2.6,.181,-2.1,27,35,0.5,guglito01,748,11.5,0.3
.026,,-0.2,-0.081,PF,Marcus Haislip,IND,-0.3,12.3,.373,1.0,11.1,1.4,,4.0,5.7,0.1,04/05,22.1,h/haislma01.html,5.2,-8.1,.289,-9.9,9,24,-1.9,haislma01,106,8.4,-0.2
.000,,-0.1,.055,SF,Darvin Ham,DET,0.0,13.6,.454,1.2,6.8,1.9,,5.6,8.2,0.3,04/05,10.0,h/hamda01.html,2.8,-4.4,.838,-3.8,47,31,0.7,hamda01,275,7.5,0.3
.102,,1.8,.121,SG,Richard Hamilton,DET,3.9,13.9,.528,1.4,8.8,0.3,,16.0,3.0,3.5,04/05,25.1,h/hamilri01.html,23.5,0.9,.370,0.4,76,26,-0.5,hamilri01,2926,5.9,7.4
.000,,-0.1,.038,C,Zendon Hamilton,MIL,0.0,18.4,.480,1.7,17.9,0.9,,10.4,13.2,0.1,04/05,18.6,h/hamilze01.html,5.5,-3.4,1.500,-4.4,16,29,-1.0,hamilze01,159,15.5,0.1
.012,,-0.1,.041,C,Ben Handlogten,UTA,0.1,16.6,.525,1.3,18.0,1.4,,10.3,9.3,0.2,04/05,16.8,h/handlbe01.html,7.7,-2.4,.205,-3.1,21,31,-0.7,handlbe01,297,13.6,0.3
.192,,-0.3,.009,SF,Anfernee Hardaway,NYK,-0.2,15.1,.480,1.7,9.3,0.3,,9.0,2.5,0.4,04/05,16.9,h/hardaan01.html,13.2,-2.5,.177,-3.3,37,33,-0.8,hardaan01,894,5.8,0.2
.050,,1.8,.102,SF,Matt Harpring,UTA,4.2,11.8,.549,1.5,14.0,0.5,,15.5,9.2,1.2,04/05,20.1,h/harprma01.html,9.9,1.4,.368,0.7,78,28,-0.7,harprma01,2584,11.5,5.5
.075,,0.4,.030,SF,Al Harrington,ATL,0.6,15.2,.508,1.8,15.2,0.5,,14.4,6.3,1.0,04/05,23.6,h/harrial01.html,14.5,-0.5,.356,-1.3,66,24,-0.8,harrial01,2550,10.5,1.6
.107,,-0.4,-0.028,SG,Junior Harrington,NOH,-0.8,17.5,.421,2.5,11.2,0.7,,7.7,2.7,0.5,04/05,19.8,h/harriju01.html,19.9,-4.8,.197,-4.8,29,24,0.0,harriju01,550,6.8,-0.3
.000,,0.4,.135,PF,Othella Harrington,CHI,1.5,14.3,.559,1.0,16.3,1.1,,14.5,9.4,2.1,04/05,20.6,h/harriot01.html,8.0,-1.5,.417,-0.8,70,31,0.7,harriot01,1271,12.8,3.6
.358,,0.9,.111,PG,Devin Harris,DAL,1.1,16.6,.530,3.4,6.9,1.2,,14.7,2.7,1.6,04/05,18.8,h/harride01.html,22.5,0.9,.281,1.1,76,21,0.3,harride01,1173,4.9,2.7
.217,,-0.6,.055,SG,Lucious Harris,CLE,0.6,8.1,.475,1.3,8.8,0.4,,9.0,4.0,0.7,04/05,14.4,h/harrilu01.html,6.7,-2.5,.231,-4.1,73,34,-1.6,harrilu01,1128,6.3,1.3
.000,,0.1,.090,C,David Harrison,IND,0.3,19.1,.589,1.2,13.4,5.5,,12.9,7.7,1.1,04/05,17.5,h/harrida01.html,3.2,-3.2,.495,-1.3,43,22,1.9,harrida01,760,10.6,1.4
.166,,1.3,.121,PG,Jason Hart,CHA,3.1,13.4,.534,2.7,11.8,0.6,,16.9,1.0,1.7,04/05,17.9,h/hartja01.html,32.0,1.2,.349,0.8,74,26,-0.4,hartja01,1887,6.1,4.8
.000,,0.0,.484,PF,Donnell Harvey,NJN,0.1,21.0,1.064,3.4,38.1,5.1,,35.2,14.8,0.0,04/05,14.0,h/harvedo01.html,11.0,5.4,2.000,10.2,3,24,4.8,harvedo01,16,26.3,0.2
.006,,2.6,.165,PF,Udonis Haslem,MIA,5.2,13.2,.588,1.2,20.4,1.1,,15.5,10.9,4.0,04/05,14.9,h/hasleud01.html,6.3,0.6,.351,1.8,80,24,1.3,hasleud01,2675,15.8,9.2
