fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb
242,6,.439,SG,109,71,Charlie Bell,MIL,494,.526,41,89,126,5,.708,168,63,130,05/06,.423,b/bellch01.html,180,21,410,59,59,26,120,bellch01,.450,1283,99
484,79,.457,SG,228,197,Raja Bell,PHO,1162,.563,89,146,248,22,.788,446,115,207,05/06,.442,b/bellra01.html,425,44,930,79,76,29,253,bellra01,.471,2959,209
5,0,.800,SF,4,0,Jonathan Bender,IND,10,.800,0,2,2,1,1.000,0,2,2,05/06,,b/bendejo01.html,4,0,5,2,0,25,4,bendejo01,.800,21,4
885,82,.432,PG,405,192,Mike Bibby,SAC,1728,.501,199,403,169,10,.849,497,342,444,05/06,.386,b/bibbymi01.html,597,29,1382,82,82,27,240,bibbymi01,.458,3167,211
185,2,.638,C,118,0,Andris Biedrins,GSW,258,.638,34,72,190,47,.306,0,22,24,05/06,,b/biedran01.html,118,124,185,68,23,19,283,biedran01,.638,1000,159
587,81,.418,PG,239,184,Chauncey Billups,DET,1495,.509,170,520,160,8,.894,425,465,699,05/06,.433,b/billuch01.html,423,41,1012,81,71,29,252,billuch01,.407,2925,211
286,57,.438,PG,130,76,Steve Blake,POR,560,.519,83,91,107,5,.791,184,72,306,05/06,.413,b/blakest01.html,206,26,470,68,42,25,146,blakest01,.455,1781,120
54,0,.388,PF,23,3,Andray Blatche,WAS,65,.410,12,12,36,7,.833,13,10,10,05/06,.231,b/blatcan01.html,26,12,67,29,5,19,38,blatcan01,.426,175,26
734,55,.508,C,373,0,Mark Blount,TOT,914,.508,194,222,254,76,.757,0,168,99,05/06,,b/blounma01.html,373,96,734,81,40,30,365,blounma01,.508,2240,269
380,25,.511,C,194,0,Mark Blount,BOS,485,.511,120,127,107,36,.764,0,97,66,05/06,,b/blounma01.html,194,36,380,39,15,30,162,blounma01,.511,1083,126
354,30,.506,C,179,0,Mark Blount,MIN,429,.506,74,95,147,40,.747,0,71,33,05/06,,b/blounma01.html,179,60,354,42,25,30,203,blounma01,.506,1157,143
344,31,.395,SG-SF,150,65,Keith Bogans,TOT,622,.455,90,186,167,9,.683,200,127,128,05/06,.325,b/boganke01.html,215,55,544,72,71,25,255,boganke01,.436,1912,200
190,9,.396,SG,81,33,Keith Bogans,CHA,341,.453,41,105,78,3,.762,98,80,45,05/06,.337,b/boganke01.html,114,29,288,39,39,25,106,boganke01,.426,848,77
154,22,.395,SF,69,32,Keith Bogans,HOU,281,.457,49,81,89,6,.580,102,47,83,05/06,.314,b/boganke01.html,101,26,256,33,32,25,149,boganke01,.448,1064,123
603,77,.533,PF,323,0,Andrew Bogut,MIL,768,.533,125,194,259,68,.629,3,122,192,05/06,.000,b/bogutan01.html,323,189,606,82,49,21,573,bogutan01,.536,2348,384
224,6,.448,PF,107,102,Matt Bonner,TOR,583,.557,32,76,216,31,.829,243,63,56,05/06,.420,b/bonnema01.html,209,86,467,78,49,25,284,bonnema01,.478,1710,198
45,2,.426,C,19,1,Calvin Booth,WAS,46,.436,8,9,44,9,.556,2,5,12,05/06,.500,b/boothca01.html,20,19,47,33,9,29,52,boothca01,.422,250,33
399,19,.549,PF,219,0,Carlos Boozer,UTA,537,.549,69,137,105,8,.723,0,99,88,05/06,,b/boozeca01.html,219,73,399,33,30,24,285,boozeca01,.549,1025,212
1074,70,.505,C,549,0,Chris Bosh,TOR,1572,.505,157,581,209,79,.816,13,474,181,05/06,.000,b/boshch01.html,549,204,1087,70,50,21,647,boshch01,.511,2751,443
291,82,.433,SF,128,104,Bruce Bowen,SAS,619,.530,67,84,191,30,.607,245,51,126,05/06,.424,b/bowenbr01.html,232,35,536,82,79,34,320,bowenbr01,.440,2755,285
102,19,.298,SF,34,3,Ryan Bowen,HOU,88,.310,13,14,85,6,.786,22,11,24,05/06,.136,b/bowenry01.html,37,31,124,68,21,30,88,bowenry01,.333,652,57
482,0,.410,PG,209,62,Earl Boykins,DEN,756,.457,83,174,73,4,.874,179,152,230,05/06,.346,b/boykiea01.html,271,21,661,60,48,29,81,boykiea01,.434,1542,60
74,1,.405,PF,31,1,Michael Bradley,PHI,67,.411,19,3,39,7,.667,5,2,17,05/06,.200,b/bradlmi01.html,32,40,79,46,5,26,107,bradlmi01,.419,367,67
1432,79,.527,PF,755,1,Elton Brand,LAC,1953,.527,173,568,227,201,.775,3,440,208,05/06,.333,b/brandel01.html,756,236,1435,79,81,26,790,brandel01,.527,3099,554
789,79,.517,C,409,0,Primoz Brezec,CHA,982,.517,85,224,227,32,.732,2,164,45,05/06,.000,b/brezepr01.html,409,181,791,79,19,26,440,brezepr01,.518,2165,259
409,14,.393,SG,168,39,Devin Brown,UTA,611,.430,99,212,153,14,.745,118,158,104,05/06,.331,b/brownde02.html,207,73,527,81,44,27,207,brownde02,.411,1711,134
387,49,.526,C,204,0,Kwame Brown,LAL,536,.526,100,235,196,46,.545,1,128,72,05/06,.000,b/brownkw01.html,204,182,388,72,27,23,473,brownkw01,.527,1978,291
583,73,.461,C,269,0,P.J. Brown,NOK,677,.461,90,168,216,50,.827,0,139,90,05/06,,b/brownpj01.html,269,182,583,75,46,36,547,brownpj01,.461,2380,365
41,0,.389,PG,16,5,Rick Brunson,TOT,54,.435,22,12,22,1,.583,13,7,35,05/06,.385,b/brunsri01.html,21,1,54,27,8,33,22,brunsri01,.390,246,21
7,0,.625,PG,5,0,Rick Brunson,SEA,10,.625,3,0,1,0,,1,0,2,05/06,.000,b/brunsri01.html,5,0,8,4,0,33,2,brunsri01,.714,31,2
34,0,.348,PG,11,5,Rick Brunson,HOU,44,.402,19,12,21,1,.583,12,7,33,05/06,.417,b/brunsri01.html,16,1,46,23,8,33,20,brunsri01,.324,215,19
1655,80,.450,SG,798,180,Kobe Bryant,LAL,2832,.491,250,819,233,30,.850,518,696,360,05/06,.347,b/bryanko01.html,978,71,2173,80,147,27,425,bryanko01,.482,3277,354
174,27,.434,SG,95,86,Greg Buckner,DEN,491,.537,52,55,180,20,.782,243,43,127,05/06,.354,b/buckngr01.html,181,31,417,73,87,29,209,buckngr01,.546,1758,178
120,0,.496,C,61,2,Pat Burke,PHO,141,.504,33,21,62,13,.619,7,13,16,05/06,.286,b/burkepa01.html,63,21,127,42,6,32,73,burkepa01,.508,346,52
138,1,.354,PG,50,1,Antonio Burks,MEM,113,.358,36,23,45,0,.435,6,10,76,05/06,.167,b/burksan01.html,51,4,144,57,20,25,37,burksan01,.362,570,33
34,1,.250,PG,12,10,Kevin Burleson,CHA,70,.307,25,17,63,2,.941,54,16,48,05/06,.185,b/burleke01.html,22,4,88,39,26,26,26,burleke01,.353,340,22
966,54,.455,SF,453,41,Caron Butler,WAS,1318,.474,175,332,238,18,.870,120,289,186,05/06,.342,b/butleca01.html,494,114,1086,75,127,25,466,butleca01,.469,2708,352
215,0,.544,C,117,0,Jackie Butler,NYK,292,.544,62,77,127,31,.753,0,58,25,05/06,,b/butleja01.html,117,67,215,55,17,20,183,butleja01,.544,740,116
391,20,.406,SF,165,92,Rasual Butler,NOK,685,.479,65,114,142,45,.693,242,79,40,05/06,.380,b/butlera01.html,257,51,633,79,33,26,232,butlera01,.422,1875,181
82,0,.402,C,33,0,Andrew Bynum,LAL,74,.402,17,27,56,22,.296,0,8,9,05/06,,b/bynuman01.html,33,34,82,46,4,18,80,bynuman01,.402,338,46
43,0,.404,PG,19,2,Will Bynum,GSW,54,.423,14,16,10,0,.625,9,10,19,05/06,.222,b/bynumwi01.html,21,3,52,15,7,23,12,bynumwi01,.442,162,9
154,0,.385,PF,62,5,Zarko Cabarkapa,GSW,199,.399,35,84,87,7,.714,20,60,20,05/06,.250,c/cabarza01.html,67,37,174,61,13,24,111,cabarza01,.403,505,74
269,11,.423,SG,125,7,Jose Calderon,TOR,349,.434,101,92,93,4,.848,43,78,288,05/06,.163,c/caldejo01.html,132,30,312,64,42,24,141,caldejo01,.465,1487,111
638,54,.465,C,301,1,Marcus Camby,DEN,716,.466,92,156,158,184,.712,11,111,115,05/06,.091,c/cambyma01.html,302,132,649,56,79,31,668,cambyma01,.472,1857,536
82,0,.414,PF,33,13,Brian Cardinal,MEM,124,.473,27,27,65,0,.704,29,19,33,05/06,.448,c/cardibr01.html,46,11,111,36,23,28,55,cardibr01,.402,402,44
291,6,.403,SG,120,72,Matt Carroll,CHA,594,.479,48,168,120,11,.821,185,138,35,05/06,.389,c/carroma01.html,192,34,476,78,47,25,157,carroma01,.412,1275,123
122,8,.387,PG,49,4,Anthony Carter,MIN,150,.401,40,55,71,9,.727,15,40,101,05/06,.267,c/cartean01.html,53,9,137,45,24,30,62,cartean01,.402,589,53
1151,79,.430,SG,528,125,Vince Carter,NJN,1911,.471,213,601,235,53,.799,367,480,338,05/06,.341,c/cartevi01.html,653,135,1518,79,94,29,462,cartevi01,.459,2906,327
922,75,.443,PG,423,70,Sam Cassell,LAC,1345,.475,175,335,225,11,.863,190,289,491,05/06,.368,c/cassesa01.html,493,40,1112,78,74,36,287,cassesa01,.459,2653,247
84,0,.429,C,36,0,Kelvin Cato,TOT,98,.429,18,35,52,12,.743,0,26,4,05/06,,c/catoke01.html,36,20,84,27,6,31,70,catoke01,.429,333,50
72,0,.431,C,31,0,Kelvin Cato,ORL,88,.431,16,35,48,10,.743,0,26,2,05/06,,c/catoke01.html,31,19,72,23,6,31,63,catoke01,.431,299,44
12,0,.417,C,5,0,Kelvin Cato,DET,10,.417,2,0,4,2,,0,0,2,05/06,,c/catoke01.html,5,1,12,4,0,31,7,catoke01,.417,34,6
282,50,.565,C,160,0,Tyson Chandler,CHI,417,.565,123,193,298,104,.503,1,97,81,05/06,.000,c/chandty01.html,160,265,283,79,41,23,714,chandty01,.567,2121,449
100,0,.389,SF,42,0,Calbert Cheaney,GSW,92,.389,17,8,38,2,1.000,8,8,19,05/06,.000,c/cheanca01.html,42,20,108,42,13,34,61,cheanca01,.420,448,41
439,10,.552,SF,246,32,Josh Childress,ATL,742,.583,101,201,184,39,.766,65,154,131,05/06,.492,c/childjo01.html,278,134,504,74,86,22,387,childjo01,.560,2249,253
25,7,.346,SG,9,0,Doug Christie,DAL,26,.346,6,12,10,1,.667,1,8,14,05/06,.000,c/chrisdo01.html,9,2,26,7,9,35,13,chrisdo01,.360,185,11
673,3,.413,PG,287,17,Speedy Claxton,NOK,871,.425,154,320,177,6,.769,63,246,339,05/06,.270,c/claxtsp01.html,304,39,736,71,108,27,193,claxtsp01,.426,2019,154
55,0,.352,PG,21,4,Mateen Cleaves,SEA,73,.380,14,24,30,2,.792,16,19,42,05/06,.250,c/cleavma01.html,25,2,71,27,3,28,14,cleavma01,.382,230,12
280,41,.461,C,129,0,Jarron Collins,UTA,415,.461,61,219,252,27,.717,0,157,97,05/06,,c/collija03.html,129,134,280,79,36,27,333,collija03,.461,1730,199
250,70,.397,C,101,3,Jason Collins,NJN,255,.403,61,86,251,40,.512,12,44,70,05/06,.250,c/collija04.html,104,93,262,71,46,27,342,collija04,.404,1895,249
391,27,.525,PF,207,0,Nick Collison,SEA,493,.525,77,113,213,35,.699,3,79,74,05/06,.000,c/collini01.html,207,143,394,66,21,25,368,collini01,.529,1448,225
427,46,.511,PF,225,36,Brian Cook,LAL,642,.546,61,101,205,32,.832,84,84,74,05/06,.429,c/cookbr01.html,261,88,511,81,37,25,274,cookbr01,.527,1535,186
586,27,.416,SG,265,101,Jamal Crawford,NYK,1128,.474,175,357,150,15,.826,293,295,301,05/06,.345,c/crawfja01.html,366,36,879,79,87,25,248,crawfja01,.452,2555,212
145,26,.463,PF,78,54,Austin Croshere,IND,408,.558,48,102,105,7,.882,140,90,62,05/06,.386,c/croshau01.html,132,62,285,50,22,30,265,croshau01,.538,1148,203
597,69,.563,C,336,0,Eddy Curry,NYK,979,.563,179,486,239,56,.632,0,307,19,05/06,,c/curryed01.html,336,145,597,72,28,23,432,curryed01,.563,1865,287
368,52,.531,C,196,0,Samuel Dalembert,PHI,485,.531,107,132,244,160,.705,1,93,25,05/06,.000,d/dalemsa01.html,196,159,369,66,34,24,541,dalemsa01,.533,1761,382
347,36,.493,C,171,0,Erick Dampier,DAL,469,.493,115,215,263,106,.591,0,127,51,05/06,,d/dampier01.html,171,273,347,82,27,30,640,dampier01,.493,1934,367
449,17,.418,SG,207,23,Antonio Daniels,WAS,767,.439,89,336,96,8,.845,101,284,284,05/06,.228,d/daniean01.html,230,19,550,80,52,30,172,daniean01,.461,2283,153
493,29,.480,SG,242,4,Marquis Daniels,DAL,634,.484,100,183,143,13,.754,19,138,172,05/06,.211,d/daniema01.html,246,81,512,62,67,25,224,daniema01,.491,1766,143
189,39,.432,PF-C,82,0,Antonio Davis,TOT,216,.432,51,81,125,10,.642,1,52,21,05/06,.000,d/davisan01.html,82,90,190,44,23,37,208,davisan01,.434,940,118
158,31,.428,PF,68,0,Antonio Davis,NYK,181,.428,43,61,99,9,.738,1,45,14,05/06,.000,d/davisan01.html,68,75,159,36,20,37,172,davisan01,.430,749,97
31,8,.452,C,14,0,Antonio Davis,TOR,35,.452,8,20,26,1,.350,0,7,7,05/06,,d/davisan01.html,14,15,31,8,3,37,36,davisan01,.452,191,21
537,48,.389,PG,233,102,Baron Davis,GSW,967,.448,159,289,165,14,.675,324,195,480,05/06,.315,d/davisba01.html,335,45,861,54,89,26,236,davisba01,.434,1971,191
23,2,.375,C,9,0,Dale Davis,DET,26,.375,4,15,23,9,.533,1,8,6,05/06,.000,d/davisda01.html,9,21,24,28,0,36,53,davisda01,.391,178,32
5,0,.286,PF,2,0,Josh Davis,TOT,6,.286,1,3,3,0,.667,2,2,1,05/06,.000,d/davisjo02.html,2,3,7,6,2,25,4,davisjo02,.400,17,1
3,0,.250,PF,1,0,Josh Davis,MIL,2,.250,1,0,2,0,,1,0,1,05/06,.000,d/davisjo02.html,1,2,4,4,1,25,3,davisjo02,.333,12,1
0,0,,PF,0,0,Josh Davis,HOU,0,,0,0,1,0,,0,0,0,05/06,,d/davisjo02.html,0,0,0,1,0,25,0,davisjo02,,0,0
2,0,.333,PF,1,0,Josh Davis,PHO,4,.333,0,3,0,0,.667,1,2,0,05/06,.000,d/davisjo02.html,1,1,3,1,1,25,1,davisjo02,.500,5,0
1062,78,.448,SG-SF,511,73,Ricky Davis,TOT,1516,.476,213,345,190,17,.797,242,275,394,05/06,.302,d/davisri01.html,584,65,1304,78,91,26,351,davisri01,.481,3207,286
584,42,.464,SG,289,40,Ricky Davis,BOS,827,.492,115,164,91,9,.787,125,129,221,05/06,.320,d/davisri01.html,329,40,709,42,49,26,187,davisri01,.495,1747,147
478,36,.429,SF,222,33,Ricky Davis,MIN,689,.456,98,181,99,8,.807,117,146,173,05/06,.282,d/davisri01.html,255,25,595,36,42,26,164,davisri01,.464,1460,139
166,1,.403,SG,71,20,Carlos Delfino,DET,247,.447,36,67,86,15,.672,60,45,44,05/06,.333,d/delfica01.html,91,28,226,68,21,23,113,delfica01,.428,726,85
114,0,.441,PG-SG,51,20,Tony Delk,TOT,182,.503,19,27,28,1,.741,47,20,33,05/06,.426,d/delkto01.html,71,14,161,24,13,32,53,delkto01,.447,385,39
1,0,.000,SG,0,0,Tony Delk,ATL,2,.000,0,2,0,0,1.000,0,2,0,05/06,,d/delkto01.html,0,1,1,1,0,32,2,delkto01,.000,7,1
113,0,.444,PG,51,20,Tony Delk,DET,180,.506,19,25,28,1,.720,47,18,33,05/06,.426,d/delkto01.html,71,13,160,23,13,32,51,delkto01,.451,378,38
876,56,.463,SF,421,21,Luol Deng,CHI,1112,.474,105,276,128,50,.750,78,207,147,05/06,.269,d/denglu01.html,442,127,954,78,72,20,516,denglu01,.481,2604,389
823,70,.526,PF,441,8,Boris Diaw,PHO,1080,.531,189,238,260,85,.731,30,174,503,05/06,.267,d/diawbo01.html,449,159,853,81,58,23,558,diawbo01,.536,2874,399
26,0,.370,PG,7,10,Dan Dickau,BOS,62,.478,18,18,40,1,1.000,20,18,40,05/06,.500,d/dickada01.html,17,5,46,19,11,27,16,dickada01,.269,234,11
12,0,.420,PG,4,25,Travis Diener,ORL,88,.601,10,6,22,0,.833,57,5,16,05/06,.439,d/dienetr01.html,29,4,69,23,7,23,21,dienetr01,.333,246,17
334,14,.524,PF,175,0,Ike Diogu,GSW,486,.524,78,168,164,30,.810,0,136,29,05/06,,d/dioguik01.html,175,95,334,69,15,22,229,dioguik01,.524,1031,134
152,45,.487,C,74,1,DeSagana Diop,DAL,190,.490,36,72,253,146,.542,2,39,23,05/06,.500,d/diopde01.html,75,145,154,81,44,24,374,diopde01,.487,1510,229
651,42,.435,SG,292,65,Juan Dixon,POR,935,.474,113,194,157,6,.804,170,156,149,05/06,.382,d/dixonju01.html,357,30,821,76,58,27,177,dixonju01,.449,1920,147
88,3,.420,C,37,0,Michael Doleac,MIA,98,.420,14,30,45,7,.800,0,24,8,05/06,,d/doleami01.html,37,23,88,31,10,28,85,doleami01,.420,371,62
362,7,.440,PG,165,13,Keyon Dooling,ORL,470,.456,82,121,116,4,.835,43,101,109,05/06,.302,d/doolike01.html,178,11,405,50,49,25,78,doolike01,.456,1137,67
260,38,.400,PG,115,100,Chris Duhon,CHI,647,.493,117,143,152,3,.818,278,117,373,05/06,.360,d/duhonch01.html,215,28,538,74,70,23,220,duhonch01,.442,2155,192
