fg2a,gs,fg_pct,pos,fg2,fg3,player,team_id,pts,efg_pct,tov,fta,pf,blk,ft_pct,fg3a,ft,ast,season,fg3_pct,link,fg,orb,fga,g,stl,age,trb,pseudo,fg2_pct,mp,drb
31,0,.419,C,13,0,Vlade Divac,LAL,34,.419,14,12,25,1,.667,0,8,19,04/05,,d/divacvl01.html,13,18,31,15,4,36,32,divacvl01,.419,130,14
300,4,.416,SG,138,48,Juan Dixon,WAS,507,.470,68,97,98,4,.897,147,87,111,04/05,.327,d/dixonju01.html,186,32,447,63,43,26,119,dixonju01,.460,1054,87
329,8,.447,C,148,0,Michael Doleac,MIA,321,.447,36,41,160,22,.610,2,25,47,04/05,.000,d/doleami01.html,148,74,331,80,23,27,259,doleami01,.450,1175,185
270,0,.403,PG,120,19,Keyon Dooling,MIA,382,.430,65,109,120,11,.780,75,85,132,04/05,.253,d/doolike01.html,139,11,345,74,39,24,90,doolike01,.444,1184,79
472,1,.438,C,213,25,Predrag Drobnjak,ATL,597,.461,78,120,138,24,.800,71,96,49,04/05,.352,d/drobnpr01.html,238,73,543,71,42,29,238,drobnpr01,.451,1435,165
223,73,.352,PG,78,94,Chris Duhon,CHI,487,.449,119,67,205,3,.731,265,49,398,04/05,.355,d/duhonch01.html,172,23,488,82,82,22,213,duhonch01,.350,2177,190
1033,66,.496,PF,514,3,Tim Duncan,SAS,1342,.498,127,455,144,174,.670,9,305,179,04/05,.333,d/duncati01.html,517,202,1042,66,45,28,732,duncati01,.498,2203,530
629,79,.451,SF,301,107,Mike Dunleavy,GSW,1057,.510,132,172,198,26,.779,276,134,203,04/05,.388,d/dunlemi02.html,408,97,905,79,79,24,435,dunlemi02,.479,2570,338
125,0,.480,SF,60,1,Ronald Dupree,DET,152,.484,22,47,60,10,.617,2,29,24,04/05,.500,d/duprero01.html,61,34,127,47,7,24,95,duprero01,.480,472,61
20,0,.524,SG,11,0,Ndudi Ebi,MIN,27,.524,3,9,7,1,.556,1,5,1,04/05,.000,e/ebind01.html,11,6,21,2,1,20,16,ebind01,.550,54,10
31,0,.323,C,10,0,Corsley Edwards,NOH,27,.323,2,12,19,4,.583,0,7,3,04/05,,e/edwarco01.html,10,12,31,10,3,25,25,edwarco01,.323,110,13
30,1,.367,C,11,0,John Edwards,IND,29,.367,8,14,12,4,.500,0,7,3,04/05,,e/edwarjo01.html,11,8,30,25,3,23,19,edwarjo01,.367,139,11
302,1,.398,PG,134,27,Howard Eisley,UTA,415,.431,111,83,156,9,.795,103,66,250,04/05,.262,e/eisleho01.html,161,15,405,74,45,32,90,eisleho01,.444,1428,75
181,31,.434,C,79,0,Obinna Ekezie,ATL,230,.434,45,93,129,12,.774,1,72,11,04/05,.000,e/ekeziob01.html,79,69,182,42,22,29,179,ekeziob01,.436,732,110
213,11,.468,C,100,1,Francisco Elson,DEN,248,.470,40,79,129,41,.570,3,45,34,04/05,.333,e/elsonfr01.html,101,61,216,67,34,28,201,elsonfr01,.469,939,140
526,17,.432,PF,227,0,Melvin Ely,CHA,576,.432,115,212,199,69,.575,0,122,76,04/05,,e/elyme01.html,227,142,526,79,32,26,326,elyme01,.432,1649,184
6,0,.333,SG,2,0,Andre Emmett,MEM,7,.333,1,5,4,0,.600,0,3,0,04/05,,e/emmetan01.html,2,0,6,8,0,22,2,emmetan01,.333,28,2
291,11,.442,SG,138,27,Maurice Evans,SAC,416,.479,34,78,104,8,.756,82,59,45,04/05,.329,e/evansma01.html,165,88,373,65,37,26,201,evansma01,.474,1233,113
273,79,.476,PF,131,0,Reggie Evans,SEA,387,.476,104,234,202,15,.534,2,125,58,04/05,.000,e/evansre01.html,131,254,275,79,58,24,736,evansre01,.480,1881,482
622,64,.427,SG,271,116,Michael Finley,DAL,1003,.491,60,136,123,18,.831,285,113,169,04/05,.407,f/finlemi01.html,387,45,907,64,48,31,262,finlemi01,.436,2358,217
464,32,.393,PG,189,108,Derek Fisher,GSW,877,.465,129,203,176,4,.862,291,175,301,04/05,.371,f/fishede01.html,297,38,755,74,76,30,218,fishede01,.407,2222,180
286,0,.455,PF,133,0,Marcus Fizer,MIL,336,.455,63,103,96,13,.680,6,70,64,04/05,.000,f/fizerma01.html,133,29,292,54,25,26,175,fizerma01,.465,903,146
19,0,.483,PG,9,5,Luis Flores,TOT,35,.569,11,2,9,0,1.000,10,2,11,04/05,.500,f/florelu01.html,14,1,29,16,2,23,3,florelu01,.474,77,2
18,0,.481,PG,9,4,Luis Flores,GSW,32,.556,11,2,9,0,1.000,9,2,11,04/05,.444,f/florelu01.html,13,0,27,15,2,23,2,florelu01,.500,73,2
1,0,.500,PG,0,1,Luis Flores,DEN,3,.750,0,0,0,0,,1,0,0,04/05,1.000,f/florelu01.html,1,1,2,1,0,23,1,florelu01,.000,4,0
226,0,.522,C,118,0,Danny Fortson,SEA,463,.522,91,258,265,7,.880,0,227,8,04/05,,f/fortsda01.html,118,157,226,62,15,28,348,fortsda01,.522,1047,191
319,43,.519,C,168,0,Jeff Foster,IND,426,.519,55,142,186,12,.634,5,90,43,04/05,.000,f/fosteje01.html,168,205,324,61,46,28,550,fosteje01,.527,1594,345
14,0,.529,SF,8,1,Tremaine Fowlkes,IND,19,.559,5,2,7,0,.000,3,0,0,04/05,.333,f/fowlktr01.html,9,3,17,8,2,28,8,fowlktr01,.571,56,5
311,50,.502,C,156,0,Adonal Foyle,GSW,352,.502,58,72,201,159,.556,0,40,56,04/05,,f/foylead01.html,156,165,311,78,26,29,429,foylead01,.502,1700,264
60,0,.400,SG,25,31,Richie Frahm,POR,164,.511,14,25,35,4,.840,80,21,30,04/05,.388,f/frahmri01.html,56,17,140,43,15,27,61,frahmri01,.417,499,44
1203,78,.423,PG,525,38,Steve Francis,ORL,1663,.438,317,606,273,28,.823,127,499,547,04/05,.299,f/francst01.html,563,126,1330,78,112,27,450,francst01,.436,2978,324
73,11,.291,PF,23,14,Matt Freije,NOH,93,.346,17,8,40,2,.625,54,5,20,04/05,.259,f/freijma01.html,37,16,127,23,13,23,61,freijma01,.315,441,45
6,0,.500,PF,3,0,Lawrence Funderburke,CHI,9,.500,0,5,2,0,.600,0,3,0,04/05,,f/fundela01.html,3,1,6,2,0,34,3,fundela01,.500,21,2
451,81,.539,C,243,0,Dan Gadzuric,MIL,593,.539,81,199,224,106,.538,0,107,30,04/05,,g/gadzuda01.html,243,261,451,81,47,26,674,gadzuda01,.539,1783,413
36,0,.340,PG,13,4,Reece Gaines,TOT,41,.380,7,4,17,1,.750,14,3,7,04/05,.286,g/gainere01.html,17,1,50,21,5,24,14,gainere01,.361,187,13
15,0,.370,PG,7,3,Reece Gaines,HOU,26,.426,4,4,12,0,.750,12,3,3,04/05,.250,g/gainere01.html,10,0,27,10,3,24,11,gainere01,.467,108,11
21,0,.304,PG,6,1,Reece Gaines,MIL,15,.326,3,0,5,1,,2,0,4,04/05,.500,g/gainere01.html,7,1,23,11,2,24,3,gainere01,.286,79,2
34,3,.346,SG,13,5,Alex Garcia,NOH,44,.394,8,4,15,1,.750,18,3,18,04/05,.278,g/garcial01.html,18,7,52,8,4,24,15,garcial01,.382,146,8
1335,82,.502,PF,677,6,Kevin Garnett,MIN,1817,.504,222,549,207,112,.811,25,445,466,04/05,.240,g/garneke01.html,683,247,1360,82,121,28,1108,garneke01,.507,3121,861
159,0,.402,PF,74,49,Pat Garrity,ORL,324,.482,30,33,107,9,.879,147,29,30,04/05,.333,g/garripa01.html,123,21,306,71,19,28,124,garripa01,.465,955,103
689,53,.514,PF,356,1,Pau Gasol,MEM,997,.514,137,367,146,93,.768,6,282,135,04/05,.167,g/gasolpa01.html,357,130,695,56,37,24,410,gasolpa01,.517,1790,280
46,3,.356,SF,16,21,Devean George,LAL,110,.457,12,20,32,2,.750,58,15,14,04/05,.362,g/georgde01.html,37,13,104,15,8,27,53,georgde01,.348,306,40
125,3,.335,PG,45,36,Eddie Gill,IND,269,.409,60,81,105,5,.877,117,71,83,04/05,.308,g/gilled01.html,81,16,242,73,59,26,112,gilled01,.360,1021,96
71,0,.400,SG,29,3,Kendall Gill,MIL,85,.419,9,20,37,4,.900,9,18,27,04/05,.333,g/gillke01.html,32,11,80,14,14,36,37,gillke01,.408,284,26
522,74,.471,SG,270,97,Manu Ginobili,SAS,1186,.533,172,442,190,27,.803,258,355,288,04/05,.376,g/ginobma01.html,367,75,780,74,119,27,329,ginobma01,.517,2193,254
527,44,.448,SG,245,38,Gordan Giricek,UTA,715,.478,90,137,155,11,.810,105,111,137,04/05,.362,g/giricgo01.html,283,25,632,81,46,27,182,giricgo01,.465,1660,157
14,0,.364,SG,7,1,Dion Glover,SAS,25,.386,2,10,9,3,.800,8,8,4,04/05,.125,g/glovedi01.html,8,3,22,7,3,26,11,glovedi01,.500,68,8
56,2,.419,PG,25,32,Anthony Goldwire,TOT,172,.537,15,31,32,0,.839,80,26,78,04/05,.400,g/goldwan01.html,57,10,136,33,15,33,59,goldwan01,.446,537,49
6,0,.267,PG,1,3,Anthony Goldwire,DET,18,.367,1,8,5,0,.875,9,7,0,04/05,.333,g/goldwan01.html,4,1,15,9,0,33,8,goldwan01,.167,55,7
50,2,.438,PG,24,29,Anthony Goldwire,MIL,154,.558,14,23,27,0,.826,71,19,78,04/05,.408,g/goldwan01.html,53,9,121,24,15,33,51,goldwan01,.480,482,42
915,80,.492,PF,459,5,Drew Gooden,CLE,1184,.495,133,310,233,76,.810,28,251,130,04/05,.179,g/goodedr01.html,464,207,943,82,77,23,753,goodedr01,.502,2523,546
725,3,.411,SG,300,134,Ben Gordon,CHI,1235,.474,186,270,224,10,.863,331,233,164,04/05,.405,g/gordobe01.html,434,55,1056,82,53,21,215,gordobe01,.414,2002,160
209,8,.493,C,103,0,Brian Grant,LAL,263,.493,43,79,175,23,.722,0,57,34,04/05,,g/grantbr01.html,103,101,209,69,23,32,257,grantbr01,.493,1136,156
318,21,.366,SG,125,30,Willie Green,PHI,437,.402,75,125,121,6,.776,105,97,100,04/05,.286,g/greenwi01.html,155,22,423,57,34,23,133,greenwi01,.393,1066,111
152,1,.360,SF,56,2,Adrian Griffin,CHI,151,.366,30,44,78,4,.750,9,33,53,04/05,.222,g/griffad01.html,58,52,161,69,43,30,146,griffad01,.368,667,94
318,0,.387,PF,135,67,Eddie Griffin,MIN,527,.451,55,78,120,118,.718,204,56,53,04/05,.328,g/griffed01.html,202,128,522,70,23,22,453,griffed01,.425,1492,325
215,9,.411,PF,91,8,Tom Gugliotta,TOT,239,.427,57,43,104,17,.767,26,33,68,04/05,.308,g/guglito01.html,99,56,241,47,41,35,191,guglito01,.423,966,135
37,0,.297,PF,11,0,Tom Gugliotta,BOS,26,.297,9,6,23,4,.667,0,4,12,04/05,,g/guglito01.html,11,15,37,20,9,35,43,guglito01,.297,218,28
178,9,.431,PF,80,8,Tom Gugliotta,ATL,213,.451,48,37,81,13,.784,26,29,56,04/05,.308,g/guglito01.html,88,41,204,27,32,35,148,guglito01,.449,748,107
37,0,.342,PF,13,0,Marcus Haislip,IND,32,.342,6,11,15,2,.545,1,6,3,04/05,.000,h/haislma01.html,13,5,38,9,2,24,15,haislma01,.351,106,10
37,0,.459,SF,17,0,Darvin Ham,DET,46,.459,8,31,39,7,.387,0,12,5,04/05,,h/hamda01.html,17,19,37,47,6,31,35,hamda01,.459,275,16
1042,76,.440,SG,474,36,Richard Hamilton,DET,1424,.455,217,429,232,13,.858,118,368,372,04/05,.305,h/hamilri01.html,510,74,1160,76,77,26,295,hamilri01,.455,2926,221
32,0,.344,C,11,0,Zendon Hamilton,MIL,51,.344,12,48,26,2,.604,0,29,6,04/05,,h/hamilze01.html,11,18,32,16,5,29,42,hamilze01,.344,159,24
82,5,.518,C,43,0,Ben Handlogten,UTA,95,.518,18,17,55,5,.529,1,9,13,04/05,.000,h/handlbe01.html,43,23,83,21,7,31,65,handlbe01,.524,297,42
210,0,.423,SF,95,15,Anfernee Hardaway,NYK,269,.452,50,46,79,3,.739,50,34,74,04/05,.300,h/hardaan01.html,110,19,260,37,28,33,89,hardaan01,.452,894,70
812,55,.489,SF,409,9,Matt Harpring,UTA,1090,.494,133,315,250,16,.778,43,245,142,04/05,.209,h/harprma01.html,418,196,855,78,70,28,480,harprma01,.504,2584,284
912,66,.459,SF,437,16,Al Harrington,ATL,1158,.468,204,351,249,16,.672,74,236,208,04/05,.216,h/harrial01.html,453,145,986,66,85,24,461,harrial01,.479,2550,316
159,7,.360,SG,58,6,Junior Harrington,NOH,163,.376,41,35,72,5,.829,19,29,62,04/05,.316,h/harriju01.html,64,13,178,29,25,24,63,harriju01,.365,550,50
424,28,.512,PF,217,0,Othella Harrington,CHI,561,.512,84,177,188,18,.718,0,127,56,04/05,,h/harriot01.html,217,106,424,70,24,31,292,harriot01,.512,1271,186
235,19,.429,PG,113,44,Devin Harris,DAL,436,.489,82,103,139,19,.757,131,78,169,04/05,.336,h/harride01.html,157,28,366,76,77,21,102,harride01,.481,1173,74
234,4,.395,SG,97,21,Lucious Harris,CLE,313,.430,29,69,68,6,.812,65,56,49,04/05,.323,h/harrilu01.html,118,39,299,73,27,34,121,harrilu01,.415,1128,82
184,14,.576,C,106,0,David Harrison,IND,264,.576,53,91,134,55,.571,0,52,13,04/05,,h/harrida01.html,106,48,184,43,16,22,135,harrida01,.576,760,87
478,27,.449,PG,222,35,Jason Hart,CHA,706,.479,102,200,167,14,.785,95,157,367,04/05,.368,h/hartja01.html,257,18,573,74,99,26,203,hartja01,.464,1887,185
2,0,1.000,PF,2,0,Donnell Harvey,NJN,8,1.000,1,4,2,1,1.000,0,4,1,04/05,,h/harvedo01.html,2,2,2,3,1,24,7,harvedo01,1.000,16,5
637,80,.540,PF,346,0,Udonis Haslem,MIA,870,.540,113,225,260,41,.791,4,178,108,04/05,.000,h/hasleud01.html,346,239,641,80,63,24,726,hasleud01,.543,2675,487
464,51,.474,SG,224,1,Trenton Hassell,MIN,541,.475,64,114,200,30,.789,11,90,128,04/05,.091,h/hassetr01.html,225,80,475,82,30,25,219,hassetr01,.483,2068,139
407,22,.389,SF,164,42,Jarvis Hayes,WAS,553,.428,62,118,107,9,.839,123,99,90,04/05,.341,h/hayesja01.html,206,41,530,54,49,23,227,hayesja01,.403,1560,186
427,68,.560,C,239,0,Brendan Haywood,WAS,637,.560,96,261,218,114,.609,0,159,57,04/05,,h/haywobr01.html,239,202,427,68,52,25,464,haywobr01,.560,1865,262
218,10,.527,PF,116,0,Alan Henderson,DAL,273,.527,49,76,149,37,.539,2,41,21,04/05,.000,h/hendeal01.html,116,164,220,78,29,32,348,hendeal01,.532,1203,184
384,18,.503,C,194,0,Nene Hilario,DEN,528,.503,94,212,167,48,.660,2,140,84,04/05,.000,h/hilarne01.html,194,104,386,55,50,22,325,hilarne01,.505,1317,221
1002,67,.509,SF,514,3,Grant Hill,ORL,1317,.511,161,341,144,28,.821,13,280,220,04/05,.231,h/hillgr01.html,517,77,1015,67,97,32,318,hillgr01,.513,2338,241
714,77,.397,PG,300,145,Kirk Hinrich,CHI,1206,.461,176,216,244,21,.792,408,171,494,04/05,.355,h/hinriki01.html,445,32,1122,77,122,24,304,hinriki01,.420,2800,272
139,0,.489,SG,69,70,Fred Hoiberg,MIN,437,.613,20,102,105,15,.873,145,89,85,04/05,.483,h/hoibefr01.html,139,32,284,76,50,32,181,hoibefr01,.496,1272,149
237,16,.419,PF,106,51,Robert Horry,SAS,451,.487,69,109,138,60,.789,138,86,80,04/05,.370,h/horryro01.html,157,91,375,75,67,34,268,horryro01,.447,1396,177
269,7,.451,PG-SG,121,44,Eddie House,TOT,397,.511,35,27,65,6,.852,97,23,96,04/05,.454,h/houseed01.html,165,16,366,68,44,26,83,houseed01,.450,891,67
106,5,.452,SG,49,12,Eddie House,CHA,144,.496,13,13,23,3,.769,29,10,24,04/05,.414,h/houseed01.html,61,2,135,13,24,26,19,houseed01,.462,300,17
11,0,.353,SG,2,4,Eddie House,MIL,16,.471,0,0,3,0,,6,0,5,04/05,.667,h/houseed01.html,6,0,17,5,2,26,3,houseed01,.182,41,3
152,2,.458,PG,70,28,Eddie House,SAC,237,.523,22,14,39,3,.929,62,13,67,04/05,.452,h/houseed01.html,98,14,214,50,18,26,61,houseed01,.461,550,47
125,11,.415,SG,54,31,Allan Houston,NYK,237,.490,21,43,40,2,.837,80,36,42,04/05,.388,h/houstal01.html,85,4,205,20,8,33,23,houstal01,.432,532,19
675,82,.520,PF,352,0,Dwight Howard,ORL,981,.520,165,413,232,136,.671,2,277,75,04/05,.000,h/howardw01.html,352,287,677,82,77,19,823,howardw01,.521,2670,536
678,76,.475,SF,343,34,Josh Howard,DAL,958,.497,122,232,211,49,.733,115,170,109,04/05,.296,h/howarjo01.html,377,169,793,76,116,24,484,howarjo01,.506,2446,315
540,47,.451,PF,244,0,Juwan Howard,HOU,585,.451,79,115,143,5,.843,1,97,94,04/05,.000,h/howarju01.html,244,126,541,61,32,31,346,howarju01,.452,1624,220
406,32,.401,PG,177,89,Troy Hudson,MIN,691,.468,113,90,121,6,.778,258,70,283,04/05,.345,h/hudsotr01.html,266,19,664,79,27,28,105,hudsotr01,.436,1729,86
877,61,.430,SG,408,59,Larry Hughes,WAS,1345,.457,153,453,168,18,.777,209,352,285,04/05,.282,h/hughela01.html,467,74,1086,61,176,26,382,hughela01,.465,2358,308
101,0,.408,SF,42,0,Ryan Humphrey,MEM,102,.408,23,37,35,1,.486,2,18,6,04/05,.000,h/humphry01.html,42,50,103,35,10,25,87,humphry01,.416,317,37
281,4,.404,PF,114,2,Kris Humphries,UTA,278,.408,52,101,96,18,.436,6,44,43,04/05,.333,h/humphkr01.html,116,73,287,67,25,19,197,humphkr01,.406,873,124
